Position, Name, Team, Game, Avg FPPG, Salary
"RB","Luke McNitt","Vikings","NO @ MIN","0.0","$6,000.00"
"WR","Tavarres King","Vikings","NO @ MIN","0.0","$6,000.00"
"TE","Cole Hikutini","Vikings","NO @ MIN","0.0","$5,000.00"
"WR","Brandon Zylstra","Vikings","NO @ MIN","0.47","$6,000.00"
"RB","Dalvin Cook","Vikings","NO @ MIN","9.5","$12,200.00"
"WR","Jake Wieneke","Vikings","NO @ MIN","0.0","$6,000.00"
"RB","Johnny Stanton","Vikings","NO @ MIN","0.0","$6,000.00"
"WR","Korey Robertson","Vikings","NO @ MIN","0.0","$6,000.00"
"TE","Kevin McDermott","Vikings","NO @ MIN","0.0","$5,000.00"
"WR","Cayleb Jones","Vikings","NO @ MIN","0.0","$6,000.00"
"TE","Tyler Hoppes","Vikings","NO @ MIN","0.0","$5,000.00"
"WR","Armanti Foreman","Vikings","NO @ MIN","0.0","$6,000.00"
"WR","Chad Beebe","Vikings","NO @ MIN","0.0","$6,000.00"
"WR","Jeff Badet","Vikings","NO @ MIN","0.0","$6,000.00"
"RB","Kamryn Pettway","Vikings","NO @ MIN","0.0","$6,000.00"
"RB","Kobe McCrary","Vikings","NO @ MIN","0.0","$6,000.00"
"RB","Roc Thomas","Vikings","NO @ MIN","1.17","$6,000.00"
"WR","Aldrick Robinson","Vikings","NO @ MIN","5.92","$6,700.00"
"QB","Trevor Siemian","Vikings","NO @ MIN","0.0","$10,000.00"
"QB","Peter Pujals","Vikings","NO @ MIN","0.0","$10,000.00"
"TE","Josiah Price","Vikings","NO @ MIN","0.0","$5,000.00"
"DST","Minnesota Vikings","Vikings","NO @ MIN","8.28","$5,400.00"
"WR","Laquon Treadwell","Vikings","NO @ MIN","6.72","$6,900.00"
"WR","Adam Thielen","Vikings","NO @ MIN","28.6","$17,000.00"
"RB","Bishop Sankey","Vikings","NO @ MIN","0.0","$6,000.00"
"WR","Tommylee Lewis","Saints","NO @ MIN","0.0","$6,000.00"
"TE","Josh Hill","Saints","NO @ MIN","4.4","$5,000.00"
"WR","Keith Kirkwood","Saints","NO @ MIN","0.0","$6,000.00"
"WR","Michael Thomas","Saints","NO @ MIN","23.3","$14,700.00"
"WR","Shane Wynn","Saints","NO @ MIN","0.0","$6,000.00"
"WR","Brandon Tate","Saints","NO @ MIN","0.0","$6,000.00"
"TE","Dan Arnold","Saints","NO @ MIN","2.75","$5,000.00"
"TE","Nate Wozniak","Saints","NO @ MIN","0.0","$5,000.00"
"TE","Benjamin Watson","Saints","NO @ MIN","8.66","$6,800.00"
"RB","Alvin Kamara","Saints","NO @ MIN","27.91","$14,400.00"
"RB","Dwayne Washington","Saints","NO @ MIN","0.06","$6,000.00"
"RB","Terrance West","Saints","NO @ MIN","0.0","$6,000.00"
"RB","Mike Gillislee","Saints","NO @ MIN","1.3","$6,000.00"
"RB","Zach Line","Saints","NO @ MIN","1.66","$6,000.00"
"RB","Mark Ingram","Saints","NO @ MIN","13.75","$11,000.00"
"QB","J.T. Barrett IV","Saints","NO @ MIN","0.0","$10,000.00"
"QB","Taysom Hill","Saints","NO @ MIN","3.08","$10,000.00"
"QB","Drew Brees","Saints","NO @ MIN","25.3","$11,900.00"
"WR","Eldridge Massington","Saints","NO @ MIN","0.0","$6,000.00"
"WR","Travin Dural","Saints","NO @ MIN","0.0","$6,000.00"
"WR","Ted Ginn Jr.","Saints","NO @ MIN","10.27","$8,300.00"
"WR","Cameron Meredith","Saints","NO @ MIN","6.35","$7,500.00"
"TE","Michael Hoomanawanui","Saints","NO @ MIN","0.0","$5,000.00"
"RB","Shane Vereen","Saints","NO @ MIN","0.0","$6,000.00"
"RB","Daniel Lasco II","Saints","NO @ MIN","0.0","$6,000.00"
"RB","John Kuhn","Saints","NO @ MIN","0.0","$6,000.00"
"WR","Josh Huff","Saints","NO @ MIN","0.0","$6,000.00"
"TE","Clay Harbor","Saints","NO @ MIN","0.0","$5,000.00"
"TE","Garrett Griffin","Saints","NO @ MIN","0.0","$5,000.00"
"WR","Tre'Quan Smith","Saints","NO @ MIN","6.55","$7,400.00"
"WR","Austin Carr","Saints","NO @ MIN","1.86","$6,800.00"
"WR","Tanner McEvoy","Saints","NO @ MIN","0.0","$6,000.00"
"DST","New Orleans Saints","Saints","NO @ MIN","3.33","$5,300.00"
"WR","Josh Smith","Saints","NO @ MIN","0.0","$6,000.00"
"RB","Boston Scott","Saints","NO @ MIN","0.0","$6,000.00"
"TE","John Phillips","Saints","NO @ MIN","0.0","$5,000.00"
"TE","Coby Fleener","Saints","NO @ MIN","0.0","$5,000.00"
"WR","Brandon Coleman","Saints","NO @ MIN","0.0","$6,000.00"
"QB","Teddy Bridgewater","Saints","NO @ MIN","-0.3","$10,000.00"
