Position, Name, Team, Game, Avg FPPG, Salary
"TE","Will Dissly","Seahawks","SEA @ DET","9.65","$5,000.00"
"TE","Nick Vannett","Seahawks","SEA @ DET","4.6","$5,600.00"
"WR","Jaron Brown","Seahawks","SEA @ DET","4.38","$6,300.00"
"WR","Doug Baldwin","Seahawks","SEA @ DET","6.32","$10,300.00"
"WR","Brandon Marshall","Seahawks","SEA @ DET","5.1","$7,000.00"
"RB","Chris Carson","Seahawks","SEA @ DET","11.66","$8,400.00"
"RB","Rashaad Penny","Seahawks","SEA @ DET","4.28","$7,700.00"
"RB","Mike Davis","Seahawks","SEA @ DET","10.68","$7,100.00"
"RB","Tre Madden","Seahawks","SEA @ DET","0.31","$6,000.00"
"QB","Russell Wilson","Seahawks","SEA @ DET","17.58","$11,000.00"
"RB","J.D. McKissic","Seahawks","SEA @ DET","0.0","$6,000.00"
"QB","Brett Hundley","Seahawks","SEA @ DET","0.0","$10,000.00"
"RB","C.J. Prosise","Seahawks","SEA @ DET","1.73","$6,000.00"
"TE","Ed Dickson","Seahawks","SEA @ DET","0.0","$5,000.00"
"TE","Tyler Ott","Seahawks","SEA @ DET","0.0","$5,000.00"
"TE","Darrell Daniels","Seahawks","SEA @ DET","0.0","$5,000.00"
"WR","Tyler Lockett","Seahawks","SEA @ DET","15.13","$10,200.00"
"TE","Tyrone Swoopes","Seahawks","SEA @ DET","3.3","$5,000.00"
"WR","David Moore","Seahawks","SEA @ DET","6.31","$7,000.00"
"DST","Seattle Seahawks","Seahawks","SEA @ DET","9.0","$4,500.00"
"RB","Giovani Bernard","Bengals","TB @ CIN","13.82","$8,800.00"
"TE","Tyler Eifert","Bengals","TB @ CIN","9.72","$5,000.00"
"TE","Tyler Kroft","Bengals","TB @ CIN","1.52","$5,000.00"
"TE","Mason Schreck","Bengals","TB @ CIN","0.0","$5,000.00"
"TE","C.J. Uzomah","Bengals","TB @ CIN","6.77","$7,000.00"
"WR","Tyler Boyd","Bengals","TB @ CIN","16.95","$11,600.00"
"WR","Josh Malone","Bengals","TB @ CIN","0.36","$6,000.00"
"WR","Alex Erickson","Bengals","TB @ CIN","1.67","$6,000.00"
"TE","Clark Harris","Bengals","TB @ CIN","0.0","$5,000.00"
"RB","Mark Walton","Bengals","TB @ CIN","1.76","$7,000.00"
"RB","Joe Mixon","Bengals","TB @ CIN","16.52","$13,400.00"
"QB","Jeff Driskel","Bengals","TB @ CIN","2.06","$10,000.00"
"QB","Matt Barkley","Bengals","TB @ CIN","0.0","$10,000.00"
"QB","Andy Dalton","Bengals","TB @ CIN","19.14","$11,700.00"
"WR","John Ross","Bengals","TB @ CIN","5.32","$7,000.00"
"TE","Matt Lengel","Bengals","TB @ CIN","0.0","$5,000.00"
"DST","Cincinnati Bengals","Bengals","TB @ CIN","6.0","$4,900.00"
"WR","A.J. Green","Bengals","TB @ CIN","19.44","$15,000.00"
"WR","Cody Core","Bengals","TB @ CIN","1.2","$6,000.00"
"RB","Peyton Barber","Buccaneers","TB @ CIN","6.95","$7,000.00"
"RB","Jacquizz Rodgers","Buccaneers","TB @ CIN","2.41","$6,000.00"
"TE","Antony Auclair","Buccaneers","TB @ CIN","1.3","$5,000.00"
"WR","Adam Humphries","Buccaneers","TB @ CIN","7.06","$6,700.00"
"WR","Chris Godwin","Buccaneers","TB @ CIN","13.3","$8,800.00"
"WR","Mike Evans","Buccaneers","TB @ CIN","20.85","$14,700.00"
"WR","DeSean Jackson","Buccaneers","TB @ CIN","18.35","$10,500.00"
"TE","O.J. Howard","Buccaneers","TB @ CIN","11.18","$7,700.00"
"RB","Ronald Jones II","Buccaneers","TB @ CIN","6.16","$7,300.00"
"RB","Shaun Wilson","Buccaneers","TB @ CIN","1.46","$6,000.00"
"QB","Jameis Winston","Buccaneers","TB @ CIN","23.43","$11,300.00"
"DST","Tampa Bay Buccaneers","Buccaneers","TB @ CIN","3.83","$4,200.00"
"QB","Ryan Fitzpatrick","Buccaneers","TB @ CIN","28.61","$10,000.00"
"TE","Alan Cross","Buccaneers","TB @ CIN","0.26","$5,000.00"
"TE","Cameron Brate","Buccaneers","TB @ CIN","6.18","$5,200.00"
"WR","Justin Watson","Buccaneers","TB @ CIN","0.0","$6,000.00"
"QB","Ryan Griffin","Buccaneers","TB @ CIN","0.0","$10,000.00"
"TE","Adam Shaheen","Bears","NYJ @ CHI","0.0","$5,000.00"
"WR","Javon Wims","Bears","NYJ @ CHI","0.0","$6,000.00"
"WR","Allen Robinson II","Bears","NYJ @ CHI","10.91","$10,600.00"
"WR","Josh Bellamy","Bears","NYJ @ CHI","1.96","$6,000.00"
"TE","Ben Braunecker","Bears","NYJ @ CHI","0.0","$5,000.00"
"TE","Daniel Brown","Bears","NYJ @ CHI","0.0","$5,000.00"
"TE","Trey Burton","Bears","NYJ @ CHI","13.95","$9,000.00"
"TE","Dion Sims","Bears","NYJ @ CHI","0.48","$5,000.00"
"RB","Tarik Cohen","Bears","NYJ @ CHI","16.7","$10,900.00"
"RB","Jordan Howard","Bears","NYJ @ CHI","10.3","$9,500.00"
"RB","Michael Burton","Bears","NYJ @ CHI","0.53","$6,000.00"
"QB","Mitchell Trubisky","Bears","NYJ @ CHI","25.54","$11,400.00"
"QB","Chase Daniel","Bears","NYJ @ CHI","-0.1","$10,000.00"
"DST","Chicago Bears","Bears","NYJ @ CHI","11.0","$7,000.00"
"WR","Kevin White","Bears","NYJ @ CHI","1.4","$6,000.00"
"TE","Patrick Scales","Bears","NYJ @ CHI","0.0","$5,000.00"
"WR","Anthony Miller","Bears","NYJ @ CHI","7.08","$6,700.00"
"WR","Taylor Gabriel","Bears","NYJ @ CHI","14.08","$10,100.00"
"RB","Benny Cunningham","Bears","NYJ @ CHI","0.45","$6,300.00"
"WR","Quincy Enunwa","Jets","NYJ @ CHI","9.28","$7,800.00"
"WR","ArDarius Stewart","Jets","NYJ @ CHI","0.0","$6,000.00"
"WR","Robby Anderson","Jets","NYJ @ CHI","9.5","$8,000.00"
"TE","Chris Herndon","Jets","NYJ @ CHI","5.35","$5,500.00"
"RB","Trenton Cannon","Jets","NYJ @ CHI","2.05","$6,600.00"
"RB","Isaiah Crowell","Jets","NYJ @ CHI","13.97","$7,400.00"
"QB","Sam Darnold","Jets","NYJ @ CHI","14.85","$10,000.00"
"WR","Charone Peake","Jets","NYJ @ CHI","0.0","$6,000.00"
"WR","Andre Roberts","Jets","NYJ @ CHI","1.67","$6,000.00"
"RB","Elijah McGuire","Jets","NYJ @ CHI","0.0","$6,000.00"
"QB","Josh McCown","Jets","NYJ @ CHI","0.0","$10,000.00"
"TE","Jordan Leggett","Jets","NYJ @ CHI","2.05","$5,000.00"
"RB","Bilal Powell","Jets","NYJ @ CHI","8.75","$7,400.00"
"DST","New York Jets","Jets","NYJ @ CHI","9.0","$4,300.00"
"TE","Neal Sterling","Jets","NYJ @ CHI","2.25","$5,000.00"
"WR","Jermaine Kearse","Jets","NYJ @ CHI","5.41","$7,900.00"
"WR","Deontay Burnett","Jets","NYJ @ CHI","1.9","$6,000.00"
"TE","Eric Tomlinson","Jets","NYJ @ CHI","1.64","$5,000.00"
"WR","Torrey Smith","Panthers","BAL @ CAR","7.85","$7,000.00"
"WR","Curtis Samuel","Panthers","BAL @ CAR","7.06","$7,700.00"
"WR","Damiere Byrd","Panthers","BAL @ CAR","0.6","$6,000.00"
"WR","Jarius Wright","Panthers","BAL @ CAR","7.01","$6,700.00"
"TE","Greg Olsen","Panthers","BAL @ CAR","7.53","$7,900.00"
"RB","Cameron Artis-Payne","Panthers","BAL @ CAR","0.0","$6,000.00"
"RB","C.J. Anderson","Panthers","BAL @ CAR","2.96","$6,400.00"
"QB","Taylor Heinicke","Panthers","BAL @ CAR","0.0","$10,000.00"
"RB","Elijah Hood","Panthers","BAL @ CAR","0.0","$6,000.00"
"TE","Ian Thomas","Panthers","BAL @ CAR","2.86","$5,000.00"
"QB","Cam Newton","Panthers","BAL @ CAR","24.63","$10,900.00"
"WR","D.J. Moore","Panthers","BAL @ CAR","6.78","$7,000.00"
"DST","Carolina Panthers","Panthers","BAL @ CAR","6.5","$4,900.00"
"RB","Christian McCaffrey","Panthers","BAL @ CAR","19.61","$14,300.00"
"WR","Devin Funchess","Panthers","BAL @ CAR","14.06","$10,600.00"
"RB","Alex Armah","Panthers","BAL @ CAR","1.16","$6,000.00"
"TE","Chris Manhertz","Panthers","BAL @ CAR","0.2","$5,000.00"
"RB","Kenneth Dixon","Ravens","BAL @ CAR","10.4","$6,000.00"
"WR","Jaleel Scott","Ravens","BAL @ CAR","0.0","$6,000.00"
"WR","Chris Moore","Ravens","BAL @ CAR","2.61","$6,000.00"
"TE","Mark Andrews","Ravens","BAL @ CAR","6.04","$5,200.00"
"TE","Darren Waller","Ravens","BAL @ CAR","0.0","$5,000.00"
"RB","Javorius Allen","Ravens","BAL @ CAR","11.0","$7,800.00"
"QB","Joe Flacco","Ravens","BAL @ CAR","18.68","$10,500.00"
"TE","Nick Boyle","Ravens","BAL @ CAR","3.7","$5,000.00"
"TE","Hayden Hurst","Ravens","BAL @ CAR","0.56","$5,000.00"
"QB","Lamar Jackson","Ravens","BAL @ CAR","2.49","$10,000.00"
"RB","Gus Edwards","Ravens","BAL @ CAR","2.1","$6,000.00"
"TE","Maxx Williams","Ravens","BAL @ CAR","3.92","$5,000.00"
"DST","Baltimore Ravens","Ravens","BAL @ CAR","9.0","$5,600.00"
"WR","Jordan Lasley","Ravens","BAL @ CAR","0.0","$6,000.00"
"WR","Michael Crabtree","Ravens","BAL @ CAR","12.55","$9,400.00"
"RB","Alex Collins","Ravens","BAL @ CAR","11.37","$9,100.00"
"WR","Willie Snead IV","Ravens","BAL @ CAR","10.55","$8,400.00"
"RB","Patrick Ricard","Ravens","BAL @ CAR","0.0","$6,000.00"
"QB","Robert Griffin III","Ravens","BAL @ CAR","0.0","$10,000.00"
"WR","Quincy Adeboyejo","Ravens","BAL @ CAR","0.0","$6,000.00"
"WR","John Brown","Ravens","BAL @ CAR","16.31","$11,000.00"
"QB","Derek Carr","Raiders","IND @ OAK","17.32","$10,200.00"
"WR","Amari Cooper","Raiders","IND @ OAK","10.48","$10,100.00"
"RB","Marshawn Lynch","Raiders","IND @ OAK","13.66","$9,900.00"
"WR","Martavis Bryant","Raiders","IND @ OAK","7.08","$8,500.00"
"WR","Dwayne Harris","Raiders","IND @ OAK","0.94","$6,400.00"
"WR","Brandon LaFell","Raiders","IND @ OAK","0.0","$6,000.00"
"WR","Jordy Nelson","Raiders","IND @ OAK","12.88","$10,300.00"
"TE","Jared Cook","Raiders","IND @ OAK","15.0","$10,300.00"
"RB","Doug Martin","Raiders","IND @ OAK","2.4","$8,700.00"
"WR","Seth Roberts","Raiders","IND @ OAK","6.96","$7,300.00"
"TE","Lee Smith","Raiders","IND @ OAK","0.88","$5,000.00"
"RB","Jalen Richard","Raiders","IND @ OAK","9.91","$8,400.00"
"RB","Keith Smith","Raiders","IND @ OAK","0.73","$6,000.00"
"RB","DeAndre Washington","Raiders","IND @ OAK","0.0","$6,700.00"
"QB","AJ McCarron","Raiders","IND @ OAK","0.0","$10,000.00"
"TE","Derek Carrier","Raiders","IND @ OAK","0.91","$5,000.00"
"DST","Oakland Raiders","Raiders","IND @ OAK","3.5","$4,200.00"
"TE","Mo Alie-Cox","Colts","IND @ OAK","2.93","$5,000.00"
"RB","Jordan Wilkins","Colts","IND @ OAK","5.04","$6,600.00"
"WR","Chester Rogers","Colts","IND @ OAK","9.92","$8,400.00"
"WR","T.Y. Hilton","Colts","IND @ OAK","16.78","$11,900.00"
"TE","Eric Ebron","Colts","IND @ OAK","15.37","$9,200.00"
"TE","Ryan Hewitt","Colts","IND @ OAK","0.0","$5,000.00"
"RB","Marlon Mack","Colts","IND @ OAK","16.6","$10,100.00"
"QB","Jacoby Brissett","Colts","IND @ OAK","-0.2","$10,000.00"
"QB","Andrew Luck","Colts","IND @ OAK","24.2","$11,600.00"
"TE","Jack Doyle","Colts","IND @ OAK","8.0","$8,300.00"
"WR","Ryan Grant","Colts","IND @ OAK","9.83","$7,700.00"
"RB","Robert Turbin","Colts","IND @ OAK","0.65","$6,300.00"
"RB","Nyheim Hines","Colts","IND @ OAK","12.0","$7,400.00"
"TE","Erik Swoope","Colts","IND @ OAK","6.66","$5,000.00"
"WR","Dontrelle Inman","Colts","IND @ OAK","0.0","$6,000.00"
"WR","Zach Pascal","Colts","IND @ OAK","4.74","$6,400.00"
"WR","Matt Hazel","Colts","IND @ OAK","0.0","$6,000.00"
"DST","Indianapolis Colts","Colts","IND @ OAK","7.57","$5,600.00"
"WR","Cooper Kupp","Rams","GB @ LAR","18.21","$11,300.00"
"WR","Josh Reynolds","Rams","GB @ LAR","1.51","$7,000.00"
"WR","JoJo Natson Jr.","Rams","GB @ LAR","0.0","$6,000.00"
"WR","Brandin Cooks","Rams","GB @ LAR","15.6","$12,400.00"
"TE","Gerald Everett","Rams","GB @ LAR","2.37","$5,000.00"
"TE","Johnny Mundt","Rams","GB @ LAR","0.0","$5,000.00"
"TE","Tyler Higbee","Rams","GB @ LAR","2.48","$5,000.00"
"RB","John Kelly","Rams","GB @ LAR","0.0","$7,700.00"
"RB","Justin Davis","Rams","GB @ LAR","0.0","$6,000.00"
"RB","Todd Gurley II","Rams","GB @ LAR","30.94","$18,500.00"
"QB","Jared Goff","Rams","GB @ LAR","22.24","$11,300.00"
"RB","Malcolm Brown","Rams","GB @ LAR","3.65","$8,300.00"
"QB","Sean Mannion","Rams","GB @ LAR","0.1","$10,000.00"
"WR","Nick Williams","Rams","GB @ LAR","1.23","$6,000.00"
"WR","KhaDarel Hodge","Rams","GB @ LAR","0.48","$6,000.00"
"WR","Robert Woods","Rams","GB @ LAR","19.6","$12,700.00"
"DST","Los Angeles Rams","Rams","GB @ LAR","11.14","$5,000.00"
"WR","Jake Kumerow","Packers","GB @ LAR","0.0","$6,000.00"
"WR","Equanimeous St. Brown","Packers","GB @ LAR","4.93","$6,900.00"
"WR","J'Mon Moore","Packers","GB @ LAR","0.66","$6,000.00"
"TE","Robert Tonyan","Packers","GB @ LAR","0.0","$5,000.00"
"TE","Lance Kendricks","Packers","GB @ LAR","3.28","$5,000.00"
"TE","Jimmy Graham","Packers","GB @ LAR","11.81","$8,700.00"
"TE","Marcedes Lewis","Packers","GB @ LAR","0.0","$5,000.00"
"RB","Aaron Jones","Packers","GB @ LAR","8.22","$8,100.00"
"RB","Jamaal Williams","Packers","GB @ LAR","6.35","$7,000.00"
"RB","Ty Montgomery","Packers","GB @ LAR","7.78","$7,100.00"
"QB","Tim Boyle","Packers","GB @ LAR","0.0","$10,000.00"
"QB","Aaron Rodgers","Packers","GB @ LAR","23.83","$12,100.00"
"WR","Geronimo Allison","Packers","GB @ LAR","14.97","$9,900.00"
"WR","Randall Cobb","Packers","GB @ LAR","14.8","$9,800.00"
"WR","Marquez Valdes-Scantling","Packers","GB @ LAR","7.03","$8,500.00"
"QB","DeShone Kizer","Packers","GB @ LAR","0.2","$10,000.00"
"WR","Davante Adams","Packers","GB @ LAR","24.11","$15,000.00"
"DST","Green Bay Packers","Packers","GB @ LAR","8.5","$3,800.00"
"QB","Josh Rosen","Cardinals","SF @ ARI","8.28","$10,000.00"
"WR","Christian Kirk","Cardinals","SF @ ARI","10.28","$8,800.00"
"WR","Trent Sherfield","Cardinals","SF @ ARI","0.0","$6,000.00"
"WR","Chad Williams","Cardinals","SF @ ARI","3.45","$6,000.00"
"WR","J.J. Nelson","Cardinals","SF @ ARI","0.97","$6,000.00"
"WR","Larry Fitzgerald","Cardinals","SF @ ARI","8.21","$8,700.00"
"TE","Gabe Holmes","Cardinals","SF @ ARI","0.0","$5,000.00"
"TE","Jermaine Gresham","Cardinals","SF @ ARI","1.52","$5,000.00"
"RB","Chase Edmonds","Cardinals","SF @ ARI","3.18","$7,500.00"
"RB","T.J. Logan","Cardinals","SF @ ARI","0.0","$6,000.00"
"RB","David Johnson","Cardinals","SF @ ARI","14.87","$12,300.00"
"RB","Derrick Coleman","Cardinals","SF @ ARI","0.57","$6,000.00"
"QB","Mike Glennon","Cardinals","SF @ ARI","0.0","$10,000.00"
"QB","Sam Bradford","Cardinals","SF @ ARI","6.23","$10,000.00"
"DST","Arizona Cardinals","Cardinals","SF @ ARI","8.14","$6,300.00"
"TE","Ricky Seals-Jones","Cardinals","SF @ ARI","6.2","$6,000.00"
"TE","Kyle Nelson","49ers","SF @ ARI","0.0","$5,000.00"
"RB","Matt Breida","49ers","SF @ ARI","12.07","$9,900.00"
"QB","Jimmy Garoppolo","49ers","SF @ ARI","17.0","$10,000.00"
"WR","Dante Pettis","49ers","SF @ ARI","4.65","$6,900.00"
"RB","Kyle Juszczyk","49ers","SF @ ARI","7.02","$6,700.00"
"WR","Kendrick Bourne","49ers","SF @ ARI","4.85","$6,900.00"
"WR","Trent Taylor","49ers","SF @ ARI","6.01","$8,100.00"
"RB","Alfred Morris","49ers","SF @ ARI","6.12","$7,000.00"
"WR","Richie James Jr.","49ers","SF @ ARI","0.42","$6,000.00"
"WR","Victor Bolden Jr.","49ers","SF @ ARI","0.66","$6,000.00"
"WR","Marquise Goodwin","49ers","SF @ ARI","10.62","$8,600.00"
"TE","George Kittle","49ers","SF @ ARI","14.52","$10,300.00"
"TE","Garrett Celek","49ers","SF @ ARI","1.7","$5,000.00"
"RB","Raheem Mostert","49ers","SF @ ARI","3.31","$7,400.00"
"QB","Nick Mullens","49ers","SF @ ARI","0.0","$10,000.00"
"QB","C.J. Beathard","49ers","SF @ ARI","15.09","$10,000.00"
"WR","Pierre Garcon","49ers","SF @ ARI","6.28","$8,400.00"
"DST","San Francisco 49ers","49ers","SF @ ARI","2.42","$4,900.00"
"TE","Ross Dwelley","49ers","SF @ ARI","0.0","$5,000.00"
"RB","Mike Boone","Vikings","NO @ MIN","1.14","$6,400.00"
"WR","Stefon Diggs","Vikings","NO @ MIN","17.77","$13,400.00"
"TE","Tyler Conklin","Vikings","NO @ MIN","0.47","$5,000.00"
"TE","David Morgan","Vikings","NO @ MIN","1.43","$5,000.00"
"TE","Kyle Rudolph","Vikings","NO @ MIN","9.74","$7,900.00"
"RB","C.J. Ham","Vikings","NO @ MIN","2.1","$6,000.00"
"RB","Latavius Murray","Vikings","NO @ MIN","10.81","$11,600.00"
"QB","Kyle Sloter","Vikings","NO @ MIN","0.0","$10,000.00"
"QB","Kirk Cousins","Vikings","NO @ MIN","23.12","$12,800.00"
