Position, Name, Team, Game, Avg FPPG, Salary
"QB","Christian Hackenberg","Bengals","CIN @ KC","0.0","$10,000.00"
"QB","Jeff Driskel","Bengals","CIN @ KC","0.0","$10,000.00"
"QB","Matt Barkley","Bengals","CIN @ KC","0.0","$10,000.00"
"QB","Andy Dalton","Bengals","CIN @ KC","20.84","$12,800.00"
"DST","Cincinnati Bengals","Bengals","CIN @ KC","7.0","$4,200.00"
"WR","John Ross","Bengals","CIN @ KC","6.65","$6,900.00"
"RB","Mark Walton","Bengals","CIN @ KC","1.95","$6,600.00"
"TE","Cethan Carter","Bengals","CIN @ KC","0.0","$5,000.00"
"WR","A.J. Green","Bengals","CIN @ KC","19.06","$15,400.00"
"TE","Mason Schreck","Bengals","CIN @ KC","0.0","$5,000.00"
"TE","Clark Harris","Bengals","CIN @ KC","0.0","$5,000.00"
"WR","Alex Erickson","Bengals","CIN @ KC","1.8","$6,000.00"
"RB","Jarveon Williams","Bengals","CIN @ KC","0.0","$6,000.00"
"RB","Quinton Flowers","Bengals","CIN @ KC","0.0","$6,000.00"
"WR","Cody Core","Bengals","CIN @ KC","0.0","$6,000.00"
"WR","Devonte Boyd","Bengals","CIN @ KC","0.0","$6,000.00"
