Position, Name, Team, Game, Avg FPPG, Salary
"WR","Marcus Kemp","Chiefs","KC @ CLE","0.21","$6,000.00"
"TE","Demetrius Harris","Chiefs","KC @ CLE","3.77","$5,000.00"
"QB","Chad Henne","Chiefs","KC @ CLE","0.0","$10,000.00"
"DST","Kansas City Chiefs","Chiefs","KC @ CLE","7.57","$5,300.00"
"RB","Spencer Ware","Chiefs","KC @ CLE","3.56","$7,800.00"
"WR","D.J. Moore","Panthers","TB @ CAR","8.37","$7,900.00"
"WR","Curtis Samuel","Panthers","TB @ CAR","6.75","$7,000.00"
"WR","Damiere Byrd","Panthers","TB @ CAR","0.45","$6,000.00"
"WR","Jarius Wright","Panthers","TB @ CAR","6.37","$6,400.00"
"WR","Torrey Smith","Panthers","TB @ CAR","7.85","$6,900.00"
"TE","Greg Olsen","Panthers","TB @ CAR","9.55","$8,700.00"
"RB","Christian McCaffrey","Panthers","TB @ CAR","19.9","$14,700.00"
"RB","Elijah Hood","Panthers","TB @ CAR","0.0","$6,000.00"
"QB","Cam Newton","Panthers","TB @ CAR","25.1","$12,300.00"
"RB","C.J. Anderson","Panthers","TB @ CAR","2.82","$6,400.00"
"DST","Carolina Panthers","Panthers","TB @ CAR","6.5","$6,300.00"
"QB","Taylor Heinicke","Panthers","TB @ CAR","0.32","$10,000.00"
"RB","Cameron Artis-Payne","Panthers","TB @ CAR","0.0","$6,000.00"
"TE","Ian Thomas","Panthers","TB @ CAR","2.81","$5,000.00"
"WR","Devin Funchess","Panthers","TB @ CAR","12.87","$10,600.00"
"RB","Alex Armah","Panthers","TB @ CAR","1.0","$6,000.00"
"TE","Chris Manhertz","Panthers","TB @ CAR","0.17","$5,000.00"
"WR","Chris Godwin","Buccaneers","TB @ CAR","12.42","$8,700.00"
"WR","Adam Humphries","Buccaneers","TB @ CAR","8.14","$7,000.00"
"WR","Mike Evans","Buccaneers","TB @ CAR","22.57","$15,300.00"
"WR","DeSean Jackson","Buccaneers","TB @ CAR","18.04","$9,800.00"
"TE","O.J. Howard","Buccaneers","TB @ CAR","11.98","$8,100.00"
"TE","Cameron Brate","Buccaneers","TB @ CAR","5.62","$5,000.00"
"RB","Ronald Jones II","Buccaneers","TB @ CAR","4.9","$6,600.00"
"RB","Shaun Wilson","Buccaneers","TB @ CAR","1.46","$6,000.00"
"RB","Peyton Barber","Buccaneers","TB @ CAR","8.02","$7,000.00"
"RB","Jacquizz Rodgers","Buccaneers","TB @ CAR","3.05","$6,000.00"
"QB","Ryan Fitzpatrick","Buccaneers","TB @ CAR","26.8","$11,300.00"
"QB","Jameis Winston","Buccaneers","TB @ CAR","20.78","$10,000.00"
"DST","Tampa Bay Buccaneers","Buccaneers","TB @ CAR","3.83","$3,900.00"
"WR","Justin Watson","Buccaneers","TB @ CAR","0.37","$6,000.00"
"TE","Alan Cross","Buccaneers","TB @ CAR","0.22","$5,000.00"
"TE","Antony Auclair","Buccaneers","TB @ CAR","1.11","$5,000.00"
"QB","Ryan Griffin","Buccaneers","TB @ CAR","0.0","$10,000.00"
"WR","Ray-Ray McCloud III","Bills","CHI @ BUF","0.8","$6,000.00"
"WR","Cam Phillips","Bills","CHI @ BUF","0.0","$6,000.00"
"WR","Andre Holmes","Bills","CHI @ BUF","2.34","$6,000.00"
"WR","Kelvin Benjamin","Bills","CHI @ BUF","5.95","$6,500.00"
"TE","Jason Croom","Bills","CHI @ BUF","3.3","$5,000.00"
"TE","Logan Thomas","Bills","CHI @ BUF","1.22","$5,000.00"
"TE","Charles Clay","Bills","CHI @ BUF","4.04","$5,300.00"
"RB","Patrick DiMarco","Bills","CHI @ BUF","0.48","$6,000.00"
"RB","Taiwan Jones","Bills","CHI @ BUF","0.0","$6,000.00"
"RB","Chris Ivory","Bills","CHI @ BUF","6.84","$7,700.00"
"RB","LeSean McCoy","Bills","CHI @ BUF","7.65","$9,500.00"
"QB","Josh Allen","Bills","CHI @ BUF","11.46","$10,000.00"
"QB","Nathan Peterman","Bills","CHI @ BUF","1.85","$10,000.00"
"QB","Derek Anderson","Bills","CHI @ BUF","3.0","$10,000.00"
"DST","Buffalo Bills","Bills","CHI @ BUF","6.85","$4,500.00"
"WR","Zay Jones","Bills","CHI @ BUF","6.8","$7,100.00"
"RB","Marcus Murphy","Bills","CHI @ BUF","5.45","$6,400.00"
"WR","Javon Wims","Bears","CHI @ BUF","0.0","$6,000.00"
"WR","Taylor Gabriel","Bears","CHI @ BUF","13.38","$10,100.00"
"WR","Anthony Miller","Bears","CHI @ BUF","8.13","$7,400.00"
"WR","Josh Bellamy","Bears","CHI @ BUF","2.78","$6,000.00"
"TE","Adam Shaheen","Bears","CHI @ BUF","0.0","$5,000.00"
"TE","Ben Braunecker","Bears","CHI @ BUF","0.0","$5,000.00"
"TE","Daniel Brown","Bears","CHI @ BUF","0.0","$5,000.00"
"TE","Trey Burton","Bears","CHI @ BUF","12.64","$8,400.00"
"TE","Dion Sims","Bears","CHI @ BUF","0.41","$5,000.00"
"RB","Tarik Cohen","Bears","CHI @ BUF","16.88","$12,600.00"
"RB","Jordan Howard","Bears","CHI @ BUF","10.84","$9,200.00"
"RB","Michael Burton","Bears","CHI @ BUF","0.53","$6,000.00"
"QB","Mitchell Trubisky","Bears","CHI @ BUF","25.02","$12,300.00"
"QB","Chase Daniel","Bears","CHI @ BUF","-0.1","$10,000.00"
"DST","Chicago Bears","Bears","CHI @ BUF","11.0","$7,300.00"
"WR","Kevin White","Bears","CHI @ BUF","1.42","$6,000.00"
"WR","Allen Robinson II","Bears","CHI @ BUF","10.91","$10,200.00"
"TE","Patrick Scales","Bears","CHI @ BUF","0.0","$5,000.00"
"RB","Benny Cunningham","Bears","CHI @ BUF","0.38","$6,300.00"
"WR","Jehu Chesson","Redskins","ATL @ WAS","0.0","$6,000.00"
"WR","Maurice Harris","Redskins","ATL @ WAS","4.36","$6,400.00"
"WR","Jamison Crowder","Redskins","ATL @ WAS","8.97","$8,100.00"
"WR","Paul Richardson Jr.","Redskins","ATL @ WAS","9.25","$7,400.00"
"WR","Michael Floyd","Redskins","ATL @ WAS","0.75","$6,300.00"
"WR","Brian Quick","Redskins","ATL @ WAS","0.96","$6,000.00"
"TE","Jeremy Sprinkle","Redskins","ATL @ WAS","0.0","$5,000.00"
"TE","Jordan Reed","Redskins","ATL @ WAS","9.22","$9,000.00"
"TE","Vernon Davis","Redskins","ATL @ WAS","4.71","$5,500.00"
"RB","Samaje Perine","Redskins","ATL @ WAS","0.6","$6,000.00"
"RB","Rob Kelley","Redskins","ATL @ WAS","0.4","$6,000.00"
"RB","Kapri Bibbs","Redskins","ATL @ WAS","5.1","$7,500.00"
"RB","Chris Thompson","Redskins","ATL @ WAS","13.24","$10,100.00"
"RB","Adrian Peterson","Redskins","ATL @ WAS","16.68","$11,300.00"
"QB","Alex Smith","Redskins","ATL @ WAS","15.3","$10,000.00"
"WR","Josh Doctson","Redskins","ATL @ WAS","5.31","$8,400.00"
"DST","Washington Redskins","Redskins","ATL @ WAS","8.0","$5,000.00"
"QB","Colt McCoy","Redskins","ATL @ WAS","0.0","$10,000.00"
"RB","Byron Marshall","Redskins","ATL @ WAS","0.0","$6,000.00"
"WR","Calvin Ridley","Falcons","ATL @ WAS","15.21","$10,700.00"
"WR","Marvin Hall","Falcons","ATL @ WAS","3.81","$6,000.00"
"WR","Mohamed Sanu","Falcons","ATL @ WAS","11.28","$10,100.00"
"WR","Julio Jones","Falcons","ATL @ WAS","20.9","$14,900.00"
"TE","Austin Hooper","Falcons","ATL @ WAS","11.3","$7,400.00"
"TE","Eric Saubert","Falcons","ATL @ WAS","0.51","$5,000.00"
"TE","Logan Paulsen","Falcons","ATL @ WAS","1.82","$5,000.00"
"RB","Ito Smith","Falcons","ATL @ WAS","7.32","$7,400.00"
"RB","Brian Hill","Falcons","ATL @ WAS","0.0","$6,000.00"
"RB","Tevin Coleman","Falcons","ATL @ WAS","12.38","$9,500.00"
"DST","Atlanta Falcons","Falcons","ATL @ WAS","2.71","$4,200.00"
"RB","Devonta Freeman","Falcons","ATL @ WAS","7.05","$6,000.00"
"QB","Matt Ryan","Falcons","ATL @ WAS","26.44","$11,200.00"
"RB","Ricky Ortiz","Falcons","ATL @ WAS","0.38","$6,000.00"
"QB","Matt Schaub","Falcons","ATL @ WAS","0.55","$10,000.00"
"WR","Justin Hardy","Falcons","ATL @ WAS","1.72","$6,000.00"
"WR","Russell Gage","Falcons","ATL @ WAS","0.31","$6,000.00"
"WR","Adam Thielen","Vikings","DET @ MIN","28.37","$16,700.00"
"WR","Stefon Diggs","Vikings","DET @ MIN","19.41","$12,700.00"
"TE","Tyler Conklin","Vikings","DET @ MIN","0.41","$5,000.00"
"TE","Josiah Price","Vikings","DET @ MIN","0.0","$5,000.00"
"TE","David Morgan","Vikings","DET @ MIN","1.22","$5,000.00"
"TE","Kyle Rudolph","Vikings","DET @ MIN","9.51","$7,100.00"
"TE","Kevin McDermott","Vikings","DET @ MIN","0.0","$5,000.00"
"RB","C.J. Ham","Vikings","DET @ MIN","1.85","$6,000.00"
"RB","Dalvin Cook","Vikings","DET @ MIN","9.5","$10,000.00"
"RB","Latavius Murray","Vikings","DET @ MIN","12.02","$10,100.00"
"QB","Kyle Sloter","Vikings","DET @ MIN","0.0","$10,000.00"
"QB","Trevor Siemian","Vikings","DET @ MIN","0.0","$10,000.00"
"RB","Mike Boone","Vikings","DET @ MIN","1.13","$6,000.00"
"WR","Brandon Zylstra","Vikings","DET @ MIN","0.41","$6,000.00"
"DST","Minnesota Vikings","Vikings","DET @ MIN","8.28","$5,600.00"
"WR","Laquon Treadwell","Vikings","DET @ MIN","6.57","$7,100.00"
"QB","Kirk Cousins","Vikings","DET @ MIN","23.31","$11,700.00"
"RB","Roc Thomas","Vikings","DET @ MIN","1.42","$6,000.00"
"WR","Aldrick Robinson","Vikings","DET @ MIN","5.41","$6,300.00"
"WR","Brandon Powell","Lions","DET @ MIN","0.0","$6,000.00"
"WR","Kenny Golladay","Lions","DET @ MIN","14.1","$10,400.00"
"WR","Marvin Jones Jr.","Lions","DET @ MIN","13.95","$10,500.00"
"WR","Golden Tate","Lions","DET @ MIN","17.7","$11,000.00"
"TE","Michael Roberts","Lions","DET @ MIN","7.07","$5,000.00"
"TE","Levine Toilolo","Lions","DET @ MIN","1.01","$5,000.00"
"TE","Luke Willson","Lions","DET @ MIN","2.11","$5,000.00"
"RB","Kerryon Johnson","Lions","DET @ MIN","13.62","$10,500.00"
"RB","Ameer Abdullah","Lions","DET @ MIN","0.96","$6,000.00"
"RB","LeGarrette Blount","Lions","DET @ MIN","6.1","$6,700.00"
"RB","Nick Bellore","Lions","DET @ MIN","0.07","$6,000.00"
"QB","Matthew Stafford","Lions","DET @ MIN","19.68","$11,200.00"
"QB","Matt Cassel","Lions","DET @ MIN","-0.54","$10,000.00"
"DST","Detroit Lions","Lions","DET @ MIN","6.33","$4,100.00"
"RB","Theo Riddick","Lions","DET @ MIN","7.96","$7,400.00"
"WR","TJ Jones","Lions","DET @ MIN","1.1","$6,000.00"
"WR","David Moore","Seahawks","LAC @ SEA","8.22","$7,700.00"
"WR","Jaron Brown","Seahawks","LAC @ SEA","3.75","$6,000.00"
"WR","Doug Baldwin","Seahawks","LAC @ SEA","5.98","$10,500.00"
"TE","Nick Vannett","Seahawks","LAC @ SEA","4.26","$5,300.00"
"TE","Ed Dickson","Seahawks","LAC @ SEA","13.4","$6,400.00"
"RB","Chris Carson","Seahawks","LAC @ SEA","13.61","$9,300.00"
"RB","Rashaad Penny","Seahawks","LAC @ SEA","3.67","$7,400.00"
"RB","C.J. Prosise","Seahawks","LAC @ SEA","1.3","$6,000.00"
"RB","Mike Davis","Seahawks","LAC @ SEA","9.65","$6,600.00"
"RB","Tre Madden","Seahawks","LAC @ SEA","0.28","$6,000.00"
"QB","Brett Hundley","Seahawks","LAC @ SEA","0.0","$10,000.00"
"QB","Russell Wilson","Seahawks","LAC @ SEA","18.42","$11,000.00"
"TE","Tyler Ott","Seahawks","LAC @ SEA","0.0","$5,000.00"
"WR","Brandon Marshall","Seahawks","LAC @ SEA","5.1","$6,400.00"
"WR","Tyler Lockett","Seahawks","LAC @ SEA","14.78","$10,200.00"
"TE","Will Dissly","Seahawks","LAC @ SEA","9.65","$5,000.00"
"TE","Darrell Daniels","Seahawks","LAC @ SEA","0.0","$5,000.00"
"RB","J.D. McKissic","Seahawks","LAC @ SEA","0.0","$6,000.00"
"DST","Seattle Seahawks","Seahawks","LAC @ SEA","9.14","$4,900.00"
"WR","Artavis Scott","Chargers","LAC @ SEA","0.0","$6,000.00"
"WR","Mike Williams","Chargers","LAC @ SEA","10.48","$7,400.00"
"WR","Tyrell Williams","Chargers","LAC @ SEA","13.47","$8,300.00"
"WR","Keenan Allen","Chargers","LAC @ SEA","14.88","$13,700.00"
"WR","Travis Benjamin","Chargers","LAC @ SEA","2.16","$7,000.00"
"TE","Hunter Henry","Chargers","LAC @ SEA","0.0","$5,000.00"
"TE","Sean Culkin","Chargers","LAC @ SEA","0.0","$5,000.00"
"RB","Detrez Newsome","Chargers","LAC @ SEA","0.0","$6,000.00"
"RB","Justin Jackson","Chargers","LAC @ SEA","1.15","$6,000.00"
"RB","Austin Ekeler","Chargers","LAC @ SEA","12.82","$9,000.00"
"RB","Derek Watt","Chargers","LAC @ SEA","0.01","$6,000.00"
"QB","Geno Smith","Chargers","LAC @ SEA","0.01","$10,000.00"
"QB","Philip Rivers","Chargers","LAC @ SEA","22.6","$11,200.00"
"DST","Los Angeles Chargers","Chargers","LAC @ SEA","5.57","$4,500.00"
"RB","Melvin Gordon III","Chargers","LAC @ SEA","28.58","$16,000.00"
"TE","Virgil Green","Chargers","LAC @ SEA","3.62","$5,000.00"
"WR","Geremy Davis","Chargers","LAC @ SEA","0.0","$6,000.00"
"TE","Antonio Gates","Chargers","LAC @ SEA","4.61","$5,300.00"
"WR","Tim Patrick","Broncos","HOU @ DEN","1.98","$6,000.00"
"WR","Isaiah McKenzie","Broncos","HOU @ DEN","0.0","$6,000.00"
"WR","DaeSean Hamilton","Broncos","HOU @ DEN","1.05","$6,000.00"
"WR","Emmanuel Sanders","Broncos","HOU @ DEN","19.85","$12,000.00"
"TE","Matt LaCosse","Broncos","HOU @ DEN","2.17","$5,000.00"
"TE","Brian Parker","Broncos","HOU @ DEN","0.0","$5,000.00"
"RB","Royce Freeman","Broncos","HOU @ DEN","8.71","$7,400.00"
"RB","Devontae Booker","Broncos","HOU @ DEN","5.97","$7,300.00"
"QB","Case Keenum","Broncos","HOU @ DEN","16.48","$10,000.00"
"DST","Denver Broncos","Broncos","HOU @ DEN","9.14","$4,600.00"
"WR","Demaryius Thomas","Broncos","HOU @ DEN","12.15","$9,900.00"
"RB","Andy Janovich","Broncos","HOU @ DEN","0.81","$6,000.00"
"QB","Kevin Hogan","Broncos","HOU @ DEN","0.0","$10,000.00"
"WR","Jordan Taylor","Broncos","HOU @ DEN","0.0","$6,000.00"
"TE","Jeff Heuerman","Broncos","HOU @ DEN","4.3","$5,000.00"
"WR","Courtland Sutton","Broncos","HOU @ DEN","7.67","$7,700.00"
"RB","Phillip Lindsay","Broncos","HOU @ DEN","13.96","$10,400.00"
"WR","Keke Coutee","Texans","HOU @ DEN","12.4","$10,500.00"
"WR","Will Fuller V","Texans","HOU @ DEN","16.47","$6,000.00"
"WR","Sammie Coates Jr.","Texans","HOU @ DEN","0.36","$6,000.00"
"WR","DeAndre Hopkins","Texans","HOU @ DEN","21.9","$15,600.00"
"TE","Jordan Thomas","Texans","HOU @ DEN","4.0","$5,600.00"
"TE","Jordan Akins","Texans","HOU @ DEN","2.23","$5,000.00"
"TE","Ryan Griffin","Texans","HOU @ DEN","4.0","$5,000.00"
"RB","D'Onta Foreman","Texans","HOU @ DEN","0.0","$7,000.00"
"RB","Tyler Ervin","Texans","HOU @ DEN","0.81","$6,300.00"
"RB","Alfred Blue","Texans","HOU @ DEN","6.52","$7,100.00"
"RB","Lamar Miller","Texans","HOU @ DEN","13.17","$10,200.00"
"QB","Deshaun Watson","Texans","HOU @ DEN","22.38","$11,900.00"
"QB","Brandon Weeden","Texans","HOU @ DEN","-0.1","$10,000.00"
"DST","Houston Texans","Texans","HOU @ DEN","9.0","$6,000.00"
"WR","Vyncint Smith","Texans","HOU @ DEN","0.95","$7,000.00"
"RB","Buddy Howell","Texans","HOU @ DEN","0.0","$6,000.00"
"WR","Bruce Ellington","Texans","HOU @ DEN","7.73","$6,000.00"
"QB","Joe Webb III","Texans","HOU @ DEN","0.0","$10,000.00"
"WR","Tre'Quan Smith","Saints","LAR @ NO","6.3","$8,300.00"
"WR","Austin Carr","Saints","LAR @ NO","1.6","$6,000.00"
"WR","Cameron Meredith","Saints","LAR @ NO","5.08","$7,000.00"
"WR","Ted Ginn Jr.","Saints","LAR @ NO","10.27","$6,000.00"
"TE","Dan Arnold","Saints","LAR @ NO","1.83","$5,000.00"
"TE","Benjamin Watson","Saints","LAR @ NO","7.42","$6,300.00"
"RB","Alvin Kamara","Saints","LAR @ NO","27.72","$15,000.00"
"RB","Dwayne Washington","Saints","LAR @ NO","0.05","$6,000.00"
"RB","Zach Line","Saints","LAR @ NO","1.42","$6,000.00"
"RB","Mark Ingram","Saints","LAR @ NO","13.23","$9,800.00"
"RB","Shane Vereen","Saints","LAR @ NO","0.0","$6,000.00"
"QB","Taysom Hill","Saints","LAR @ NO","3.08","$10,000.00"
"QB","Drew Brees","Saints","LAR @ NO","22.8","$11,400.00"
"DST","New Orleans Saints","Saints","LAR @ NO","3.33","$4,300.00"
"TE","Josh Hill","Saints","LAR @ NO","3.77","$5,000.00"
"WR","Michael Thomas","Saints","LAR @ NO","21.84","$14,300.00"
"QB","Teddy Bridgewater","Saints","LAR @ NO","-0.15","$10,000.00"
"WR","Josh Reynolds","Rams","LAR @ NO","3.7","$8,800.00"
"WR","KhaDarel Hodge","Rams","LAR @ NO","0.4","$6,000.00"
"WR","Cooper Kupp","Rams","LAR @ NO","18.21","$11,300.00"
"WR","JoJo Natson Jr.","Rams","LAR @ NO","0.0","$6,000.00"
"WR","Robert Woods","Rams","LAR @ NO","18.65","$13,300.00"
"WR","Nick Williams","Rams","LAR @ NO","0.92","$6,000.00"
"TE","Gerald Everett","Rams","LAR @ NO","2.47","$5,000.00"
"TE","Johnny Mundt","Rams","LAR @ NO","0.0","$5,000.00"
"TE","Tyler Higbee","Rams","LAR @ NO","2.37","$5,000.00"
"RB","John Kelly","Rams","LAR @ NO","0.0","$7,700.00"
"RB","Todd Gurley II","Rams","LAR @ NO","31.63","$18,500.00"
"QB","Jared Goff","Rams","LAR @ NO","22.77","$11,300.00"
"QB","Sean Mannion","Rams","LAR @ NO","0.1","$10,000.00"
"DST","Los Angeles Rams","Rams","LAR @ NO","11.14","$4,600.00"
"RB","Malcolm Brown","Rams","LAR @ NO","3.28","$8,400.00"
"WR","Brandin Cooks","Rams","LAR @ NO","15.06","$11,900.00"
"RB","Justin Davis","Rams","LAR @ NO","0.0","$6,000.00"
"WR","Braxton Berrios","Patriots","GB @ NE","0.0","$6,000.00"
"WR","Jace Billingsley","Patriots","GB @ NE","0.0","$6,000.00"
"WR","Darren Andrews","Patriots","GB @ NE","0.0","$6,000.00"
"WR","Cody Hollister","Patriots","GB @ NE","0.0","$6,000.00"
"WR","K.J. Maye","Patriots","GB @ NE","0.0","$6,000.00"
"WR","Devin Lucien","Patriots","GB @ NE","0.0","$6,000.00"
