Position, Name, Team, Game, Avg FPPG, Salary
"RB","T.J. Yeldon","Jaguars","JAX @ IND","16.75","$10,600.00"
"WR","Dede Westbrook","Jaguars","JAX @ IND","12.23","$9,200.00"
"QB","Cody Kessler","Jaguars","JAX @ IND","10.04","$10,000.00"
"RB","Carlos Hyde","Jaguars","JAX @ IND","11.17","$8,700.00"
"TE","David Grinnage","Jaguars","JAX @ IND","4.03","$5,000.00"
"WR","Keelan Cole","Jaguars","JAX @ IND","9.18","$8,800.00"
"WR","D.J. Chark Jr.","Jaguars","JAX @ IND","3.36","$7,100.00"
"TE","Blake Bell","Jaguars","JAX @ IND","1.15","$5,000.00"
"DST","Jacksonville Jaguars","Jaguars","JAX @ IND","6.0","$5,700.00"
"WR","Antonio Callaway","Browns","ATL @ CLE","7.48","$7,300.00"
"WR","Jarvis Landry","Browns","ATL @ CLE","14.75","$11,700.00"
"TE","David Njoku","Browns","ATL @ CLE","9.11","$8,000.00"
"TE","Pharaoh Brown","Browns","ATL @ CLE","0.0","$5,000.00"
"TE","Orson Charles","Browns","ATL @ CLE","0.2","$5,000.00"
"TE","Darren Fells","Browns","ATL @ CLE","2.33","$5,000.00"
"RB","Nick Chubb","Browns","ATL @ CLE","7.97","$10,900.00"
"QB","Baker Mayfield","Browns","ATL @ CLE","16.83","$10,600.00"
"WR","Rashard Higgins","Browns","ATL @ CLE","8.55","$6,500.00"
"WR","Da'Mari Scott","Browns","ATL @ CLE","0.0","$6,000.00"
"QB","Tyrod Taylor","Browns","ATL @ CLE","10.85","$10,000.00"
"WR","Damion Ratley","Browns","ATL @ CLE","4.36","$6,300.00"
"WR","Breshad Perriman","Browns","ATL @ CLE","2.7","$6,000.00"
"RB","Duke Johnson Jr.","Browns","ATL @ CLE","9.4","$9,200.00"
"RB","Dontrell Hilliard","Browns","ATL @ CLE","0.85","$6,000.00"
"TE","Seth DeValve","Browns","ATL @ CLE","2.4","$5,000.00"
"QB","Drew Stanton","Browns","ATL @ CLE","0.0","$10,000.00"
"DST","Cleveland Browns","Browns","ATL @ CLE","7.11","$4,500.00"
"WR","Calvin Ridley","Falcons","ATL @ CLE","15.77","$11,500.00"
"WR","Mohamed Sanu","Falcons","ATL @ CLE","10.93","$10,500.00"
"WR","Julio Jones","Falcons","ATL @ CLE","21.8","$15,700.00"
"TE","Logan Paulsen","Falcons","ATL @ CLE","1.6","$5,000.00"
"RB","Ito Smith","Falcons","ATL @ CLE","8.08","$8,000.00"
"RB","Brian Hill","Falcons","ATL @ CLE","0.0","$6,000.00"
"RB","Devonta Freeman","Falcons","ATL @ CLE","7.05","$6,000.00"
"QB","Matt Schaub","Falcons","ATL @ CLE","0.55","$10,000.00"
"TE","Eric Saubert","Falcons","ATL @ CLE","0.45","$5,000.00"
"QB","Matt Ryan","Falcons","ATL @ CLE","27.13","$11,900.00"
"RB","Ricky Ortiz","Falcons","ATL @ CLE","0.33","$6,000.00"
"TE","Austin Hooper","Falcons","ATL @ CLE","10.77","$7,400.00"
"WR","Justin Hardy","Falcons","ATL @ CLE","1.51","$6,000.00"
"WR","Marvin Hall","Falcons","ATL @ CLE","3.33","$6,000.00"
"WR","Russell Gage","Falcons","ATL @ CLE","0.27","$6,000.00"
"RB","Tevin Coleman","Falcons","ATL @ CLE","14.91","$10,100.00"
"DST","Atlanta Falcons","Falcons","ATL @ CLE","3.12","$5,500.00"
"WR","Josh Malone","Bengals","NO @ CIN","0.31","$6,000.00"
"WR","John Ross","Bengals","NO @ CIN","5.32","$7,700.00"
"WR","A.J. Green","Bengals","NO @ CIN","19.33","$14,000.00"
"TE","Matt Lengel","Bengals","NO @ CIN","0.46","$5,000.00"
"RB","Mark Walton","Bengals","NO @ CIN","1.91","$7,000.00"
"RB","Giovani Bernard","Bengals","NO @ CIN","13.82","$8,800.00"
"QB","Andy Dalton","Bengals","NO @ CIN","19.27","$11,000.00"
"TE","Tyler Kroft","Bengals","NO @ CIN","1.52","$5,000.00"
"TE","Tyler Eifert","Bengals","NO @ CIN","9.72","$5,000.00"
"TE","C.J. Uzomah","Bengals","NO @ CIN","5.92","$7,300.00"
"RB","Joe Mixon","Bengals","NO @ CIN","19.06","$14,600.00"
"TE","Clark Harris","Bengals","NO @ CIN","0.0","$5,000.00"
"TE","Jordan Franks","Bengals","NO @ CIN","4.2","$5,000.00"
"WR","Alex Erickson","Bengals","NO @ CIN","1.65","$6,600.00"
"QB","Jeff Driskel","Bengals","NO @ CIN","2.06","$10,000.00"
"WR","Cody Core","Bengals","NO @ CIN","1.0","$6,000.00"
"WR","Tyler Boyd","Bengals","NO @ CIN","18.78","$13,700.00"
"DST","Cincinnati Bengals","Bengals","NO @ CIN","7.62","$4,100.00"
"WR","Tre'Quan Smith","Saints","NO @ CIN","6.8","$9,700.00"
"WR","Michael Thomas","Saints","NO @ CIN","24.37","$15,300.00"
"WR","Cameron Meredith","Saints","NO @ CIN","4.23","$6,000.00"
"WR","Ted Ginn Jr.","Saints","NO @ CIN","10.27","$6,000.00"
"TE","Dan Arnold","Saints","NO @ CIN","1.37","$5,000.00"
"TE","Josh Hill","Saints","NO @ CIN","3.67","$5,000.00"
"TE","Benjamin Watson","Saints","NO @ CIN","8.4","$6,000.00"
"RB","Alvin Kamara","Saints","NO @ CIN","28.46","$16,300.00"
"RB","Dwayne Washington","Saints","NO @ CIN","0.04","$6,000.00"
"RB","Zach Line","Saints","NO @ CIN","1.41","$6,000.00"
"RB","Mark Ingram","Saints","NO @ CIN","10.82","$8,800.00"
"RB","Shane Vereen","Saints","NO @ CIN","0.0","$6,000.00"
"QB","Teddy Bridgewater","Saints","NO @ CIN","-0.15","$10,000.00"
"QB","Taysom Hill","Saints","NO @ CIN","2.82","$10,000.00"
"QB","Drew Brees","Saints","NO @ CIN","24.25","$12,900.00"
"DST","New Orleans Saints","Saints","NO @ CIN","4.12","$4,300.00"
"WR","Austin Carr","Saints","NO @ CIN","1.4","$6,000.00"
"WR","Cameron Batson","Titans","NE @ TEN","0.5","$6,000.00"
"WR","Tajae Sharpe","Titans","NE @ TEN","6.97","$7,000.00"
"WR","Taywan Taylor","Titans","NE @ TEN","6.14","$7,300.00"
"WR","Corey Davis","Titans","NE @ TEN","11.21","$8,800.00"
"TE","Delanie Walker","Titans","NE @ TEN","9.2","$5,000.00"
"TE","MyCole Pruitt","Titans","NE @ TEN","0.0","$5,000.00"
"TE","Beau Brinkley","Titans","NE @ TEN","0.0","$5,000.00"
"RB","David Fluellen","Titans","NE @ TEN","0.04","$6,000.00"
"RB","Derrick Henry","Titans","NE @ TEN","6.36","$7,400.00"
"RB","Dion Lewis","Titans","NE @ TEN","11.65","$10,300.00"
"QB","Marcus Mariota","Titans","NE @ TEN","12.61","$10,000.00"
"WR","Michael Campanaro","Titans","NE @ TEN","0.0","$6,000.00"
"TE","Luke Stocker","Titans","NE @ TEN","2.91","$5,000.00"
"TE","Jonnu Smith","Titans","NE @ TEN","1.34","$5,000.00"
"WR","Darius Jennings","Titans","NE @ TEN","1.55","$6,000.00"
"QB","Blaine Gabbert","Titans","NE @ TEN","4.29","$10,000.00"
"TE","Anthony Firkser","Titans","NE @ TEN","1.5","$5,000.00"
"RB","Jalston Fowler","Titans","NE @ TEN","0.0","$6,000.00"
"DST","Tennessee Titans","Titans","NE @ TEN","6.85","$4,200.00"
"WR","Cody Hollister","Patriots","NE @ TEN","0.0","$6,000.00"
"WR","Cordarrelle Patterson","Patriots","NE @ TEN","6.73","$8,300.00"
"WR","Chris Hogan","Patriots","NE @ TEN","7.58","$6,800.00"
"WR","Josh Gordon","Patriots","NE @ TEN","12.61","$11,300.00"
"WR","Matthew Slater","Patriots","NE @ TEN","0.0","$6,000.00"
"TE","Jacob Hollister","Patriots","NE @ TEN","2.16","$5,000.00"
"TE","Dwayne Allen","Patriots","NE @ TEN","0.41","$5,000.00"
"TE","Rob Gronkowski","Patriots","NE @ TEN","11.68","$10,600.00"
"RB","Sony Michel","Patriots","NE @ TEN","13.05","$10,100.00"
"RB","James White","Patriots","NE @ TEN","21.95","$15,100.00"
"RB","Rex Burkhead","Patriots","NE @ TEN","4.9","$7,000.00"
"RB","Kenjon Barner","Patriots","NE @ TEN","1.42","$6,700.00"
"QB","Brian Hoyer","Patriots","NE @ TEN","-0.25","$10,000.00"
"WR","Phillip Dorsett","Patriots","NE @ TEN","6.42","$6,700.00"
"WR","Braxton Berrios","Patriots","NE @ TEN","0.0","$6,000.00"
"WR","Julian Edelman","Patriots","NE @ TEN","16.89","$12,700.00"
"RB","James Develin","Patriots","NE @ TEN","1.24","$6,000.00"
"QB","Tom Brady","Patriots","NE @ TEN","20.28","$12,400.00"
"DST","New England Patriots","Patriots","NE @ TEN","8.22","$5,300.00"
"WR","Adam Humphries","Buccaneers","WAS @ TB","10.73","$7,700.00"
"WR","Mike Evans","Buccaneers","WAS @ TB","20.07","$13,300.00"
"WR","DeSean Jackson","Buccaneers","WAS @ TB","16.43","$9,700.00"
"TE","Antony Auclair","Buccaneers","WAS @ TB","0.97","$5,000.00"
"TE","O.J. Howard","Buccaneers","WAS @ TB","13.15","$9,700.00"
"TE","Alan Cross","Buccaneers","WAS @ TB","0.2","$5,000.00"
"RB","Ronald Jones II","Buccaneers","WAS @ TB","4.9","$6,300.00"
"RB","Shaun Wilson","Buccaneers","WAS @ TB","1.27","$6,000.00"
"RB","Peyton Barber","Buccaneers","WAS @ TB","7.77","$6,900.00"
"RB","Jacquizz Rodgers","Buccaneers","WAS @ TB","3.05","$6,000.00"
"QB","Ryan Fitzpatrick","Buccaneers","WAS @ TB","26.67","$12,100.00"
"TE","Cameron Brate","Buccaneers","WAS @ TB","5.48","$5,000.00"
"QB","Jameis Winston","Buccaneers","WAS @ TB","20.78","$10,000.00"
"WR","Justin Watson","Buccaneers","WAS @ TB","0.3","$6,000.00"
"WR","Chris Godwin","Buccaneers","WAS @ TB","11.62","$7,400.00"
"QB","Ryan Griffin","Buccaneers","WAS @ TB","0.0","$10,000.00"
"DST","Tampa Bay Buccaneers","Buccaneers","WAS @ TB","2.75","$3,900.00"
"WR","Jamison Crowder","Redskins","WAS @ TB","8.97","$7,700.00"
"WR","Josh Doctson","Redskins","WAS @ TB","6.28","$8,500.00"
"WR","Paul Richardson Jr.","Redskins","WAS @ TB","8.44","$7,400.00"
"WR","Brian Quick","Redskins","WAS @ TB","0.96","$6,000.00"
"TE","Jeremy Sprinkle","Redskins","WAS @ TB","0.0","$5,000.00"
"TE","Jordan Reed","Redskins","WAS @ TB","9.0","$8,000.00"
"TE","Vernon Davis","Redskins","WAS @ TB","5.52","$5,500.00"
"RB","Samaje Perine","Redskins","WAS @ TB","2.0","$6,000.00"
"RB","Rob Kelley","Redskins","WAS @ TB","0.4","$6,000.00"
"RB","Kapri Bibbs","Redskins","WAS @ TB","6.0","$7,000.00"
"RB","Adrian Peterson","Redskins","WAS @ TB","15.38","$10,100.00"
"QB","Alex Smith","Redskins","WAS @ TB","15.94","$10,500.00"
"WR","Maurice Harris","Redskins","WAS @ TB","7.86","$8,500.00"
"RB","Chris Thompson","Redskins","WAS @ TB","13.24","$10,100.00"
"RB","Byron Marshall","Redskins","WAS @ TB","0.0","$6,000.00"
"WR","Michael Floyd","Redskins","WAS @ TB","0.6","$6,000.00"
"WR","Jehu Chesson","Redskins","WAS @ TB","0.0","$6,000.00"
"QB","Colt McCoy","Redskins","WAS @ TB","0.0","$10,000.00"
"DST","Washington Redskins","Redskins","WAS @ TB","7.87","$5,900.00"
"WR","Deontay Burnett","Jets","BUF @ NYJ","4.0","$6,000.00"
"WR","Robby Anderson","Jets","BUF @ NYJ","9.22","$7,400.00"
"WR","Rishard Matthews","Jets","BUF @ NYJ","0.82","$6,000.00"
"WR","Quincy Enunwa","Jets","BUF @ NYJ","8.95","$8,100.00"
"WR","Jermaine Kearse","Jets","BUF @ NYJ","5.43","$6,900.00"
"TE","Chris Herndon","Jets","BUF @ NYJ","6.25","$6,000.00"
"TE","Jordan Leggett","Jets","BUF @ NYJ","1.73","$5,000.00"
"TE","Neal Sterling","Jets","BUF @ NYJ","2.14","$5,000.00"
"TE","Eric Tomlinson","Jets","BUF @ NYJ","1.45","$5,000.00"
"RB","Trenton Cannon","Jets","BUF @ NYJ","2.45","$6,000.00"
"RB","Elijah McGuire","Jets","BUF @ NYJ","9.7","$6,600.00"
"RB","Isaiah Crowell","Jets","BUF @ NYJ","12.17","$7,900.00"
"QB","Sam Darnold","Jets","BUF @ NYJ","13.49","$10,000.00"
"QB","Josh McCown","Jets","BUF @ NYJ","0.0","$10,000.00"
"WR","ArDarius Stewart","Jets","BUF @ NYJ","0.0","$6,000.00"
"WR","Andre Roberts","Jets","BUF @ NYJ","1.3","$6,000.00"
"WR","Charone Peake","Jets","BUF @ NYJ","0.4","$6,000.00"
"DST","New York Jets","Jets","BUF @ NYJ","8.11","$6,700.00"
"WR","Cam Phillips","Bills","BUF @ NYJ","0.95","$6,000.00"
"WR","Andre Holmes","Bills","BUF @ NYJ","2.72","$6,000.00"
"WR","Terrelle Pryor","Bills","BUF @ NYJ","7.58","$6,400.00"
"TE","Charles Clay","Bills","BUF @ NYJ","3.87","$5,200.00"
"RB","Marcus Murphy","Bills","BUF @ NYJ","4.11","$6,400.00"
"RB","LeSean McCoy","Bills","BUF @ NYJ","8.53","$8,800.00"
"RB","Chris Ivory","Bills","BUF @ NYJ","6.88","$7,700.00"
"QB","Josh Allen","Bills","BUF @ NYJ","11.46","$10,000.00"
"QB","Nathan Peterman","Bills","BUF @ NYJ","4.94","$10,000.00"
"QB","Derek Anderson","Bills","BUF @ NYJ","6.25","$10,000.00"
"QB","Matt Barkley","Bills","BUF @ NYJ","0.0","$10,000.00"
"TE","Logan Thomas","Bills","BUF @ NYJ","2.44","$5,200.00"
"WR","Ray-Ray McCloud III","Bills","BUF @ NYJ","0.96","$6,000.00"
"WR","Zay Jones","Bills","BUF @ NYJ","7.21","$6,400.00"
"RB","Patrick DiMarco","Bills","BUF @ NYJ","0.48","$6,000.00"
"TE","Jason Croom","Bills","BUF @ NYJ","3.45","$5,000.00"
"WR","Kelvin Benjamin","Bills","BUF @ NYJ","6.24","$6,600.00"
"DST","Buffalo Bills","Bills","BUF @ NYJ","5.88","$6,300.00"
"WR","Seth Roberts","Raiders","LAC @ OAK","6.97","$6,300.00"
"WR","Martavis Bryant","Raiders","LAC @ OAK","6.0","$6,900.00"
"WR","Dwayne Harris","Raiders","LAC @ OAK","1.18","$6,000.00"
"WR","Brandon LaFell","Raiders","LAC @ OAK","4.47","$6,400.00"
"WR","Jordy Nelson","Raiders","LAC @ OAK","10.41","$7,400.00"
"TE","Derek Carrier","Raiders","LAC @ OAK","0.91","$5,000.00"
"TE","Lee Smith","Raiders","LAC @ OAK","0.66","$5,000.00"
"RB","Jalen Richard","Raiders","LAC @ OAK","10.35","$9,400.00"
"RB","DeAndre Washington","Raiders","LAC @ OAK","1.55","$6,400.00"
"RB","Keith Smith","Raiders","LAC @ OAK","0.77","$6,000.00"
"RB","Doug Martin","Raiders","LAC @ OAK","4.02","$8,300.00"
"QB","AJ McCarron","Raiders","LAC @ OAK","0.32","$10,000.00"
"QB","Derek Carr","Raiders","LAC @ OAK","17.37","$10,000.00"
"RB","Marshawn Lynch","Raiders","LAC @ OAK","13.66","$6,000.00"
"DST","Oakland Raiders","Raiders","LAC @ OAK","2.0","$3,800.00"
"WR","Marcell Ateman","Raiders","LAC @ OAK","0.0","$6,000.00"
"TE","Jared Cook","Raiders","LAC @ OAK","13.92","$9,000.00"
"WR","Mike Williams","Chargers","LAC @ OAK","10.42","$7,400.00"
"WR","Geremy Davis","Chargers","LAC @ OAK","0.0","$6,000.00"
"WR","Keenan Allen","Chargers","LAC @ OAK","16.05","$13,300.00"
"WR","Travis Benjamin","Chargers","LAC @ OAK","1.57","$6,000.00"
"TE","Sean Culkin","Chargers","LAC @ OAK","0.0","$5,000.00"
"TE","Virgil Green","Chargers","LAC @ OAK","3.77","$5,000.00"
"TE","Antonio Gates","Chargers","LAC @ OAK","4.03","$5,000.00"
"RB","Detrez Newsome","Chargers","LAC @ OAK","0.0","$6,000.00"
"RB","Justin Jackson","Chargers","LAC @ OAK","0.92","$6,000.00"
"RB","Austin Ekeler","Chargers","LAC @ OAK","11.77","$7,800.00"
"RB","Derek Watt","Chargers","LAC @ OAK","0.01","$6,000.00"
"RB","Melvin Gordon III","Chargers","LAC @ OAK","27.68","$17,000.00"
"QB","Geno Smith","Chargers","LAC @ OAK","0.01","$10,000.00"
"QB","Philip Rivers","Chargers","LAC @ OAK","21.91","$12,400.00"
"TE","Hunter Henry","Chargers","LAC @ OAK","0.0","$5,000.00"
"WR","Artavis Scott","Chargers","LAC @ OAK","0.0","$6,000.00"
"WR","Tyrell Williams","Chargers","LAC @ OAK","13.07","$8,800.00"
"DST","Los Angeles Chargers","Chargers","LAC @ OAK","6.5","$7,000.00"
"WR","Josh Reynolds","Rams","SEA @ LAR","3.28","$7,400.00"
"WR","KhaDarel Hodge","Rams","SEA @ LAR","0.34","$6,000.00"
"WR","Cooper Kupp","Rams","SEA @ LAR","18.45","$12,200.00"
"WR","Brandin Cooks","Rams","SEA @ LAR","16.32","$12,000.00"
"WR","Robert Woods","Rams","SEA @ LAR","17.96","$12,300.00"
"WR","Nick Williams","Rams","SEA @ LAR","0.92","$6,000.00"
"TE","Gerald Everett","Rams","SEA @ LAR","3.28","$5,000.00"
"TE","Johnny Mundt","Rams","SEA @ LAR","0.0","$5,000.00"
"TE","Tyler Higbee","Rams","SEA @ LAR","2.77","$5,000.00"
"RB","Todd Gurley II","Rams","SEA @ LAR","30.33","$18,200.00"
"RB","Malcolm Brown","Rams","SEA @ LAR","3.9","$7,200.00"
"QB","Jared Goff","Rams","SEA @ LAR","23.94","$12,100.00"
"QB","Sean Mannion","Rams","SEA @ LAR","0.1","$10,000.00"
"RB","John Kelly","Rams","SEA @ LAR","0.0","$7,700.00"
"WR","JoJo Natson Jr.","Rams","SEA @ LAR","0.0","$6,000.00"
"RB","Justin Davis","Rams","SEA @ LAR","0.0","$6,000.00"
"DST","Los Angeles Rams","Rams","SEA @ LAR","9.22","$4,600.00"
"WR","Malik Turner","Seahawks","SEA @ LAR","0.0","$6,000.00"
"WR","Tyler Lockett","Seahawks","SEA @ LAR","13.58","$9,500.00"
"WR","Jaron Brown","Seahawks","SEA @ LAR","4.28","$6,000.00"
"WR","Doug Baldwin","Seahawks","SEA @ LAR","6.93","$10,200.00"
"TE","Will Dissly","Seahawks","SEA @ LAR","9.65","$5,000.00"
"TE","Darrell Daniels","Seahawks","SEA @ LAR","0.0","$5,000.00"
"TE","Tyler Ott","Seahawks","SEA @ LAR","0.0","$5,000.00"
"TE","Ed Dickson","Seahawks","SEA @ LAR","6.7","$5,600.00"
"RB","Chris Carson","Seahawks","SEA @ LAR","12.24","$9,100.00"
"RB","Rashaad Penny","Seahawks","SEA @ LAR","3.88","$7,000.00"
"RB","Mike Davis","Seahawks","SEA @ LAR","10.8","$9,200.00"
"RB","Tre Madden","Seahawks","SEA @ LAR","0.25","$6,000.00"
"TE","Nick Vannett","Seahawks","SEA @ LAR","6.11","$5,300.00"
"QB","Russell Wilson","Seahawks","SEA @ LAR","18.68","$11,300.00"
"WR","David Moore","Seahawks","SEA @ LAR","7.65","$8,400.00"
"RB","C.J. Prosise","Seahawks","SEA @ LAR","1.3","$6,000.00"
"RB","J.D. McKissic","Seahawks","SEA @ LAR","0.0","$6,000.00"
"DST","Seattle Seahawks","Seahawks","SEA @ LAR","8.37","$3,800.00"
"QB","Brett Hundley","Seahawks","SEA @ LAR","0.0","$10,000.00"
"WR","Geronimo Allison","Packers","MIA @ GB","12.46","$9,500.00"
"WR","J'Mon Moore","Packers","MIA @ GB","0.5","$6,000.00"
"WR","Davante Adams","Packers","MIA @ GB","22.75","$14,700.00"
"WR","Jake Kumerow","Packers","MIA @ GB","0.0","$6,000.00"
"WR","Randall Cobb","Packers","MIA @ GB","11.96","$9,800.00"
"TE","Marcedes Lewis","Packers","MIA @ GB","0.18","$5,000.00"
"RB","Aaron Jones","Packers","MIA @ GB","9.85","$10,400.00"
"RB","Jamaal Williams","Packers","MIA @ GB","6.55","$6,900.00"
"RB","Tra Carson","Packers","MIA @ GB","0.0","$6,000.00"
"QB","DeShone Kizer","Packers","MIA @ GB","0.2","$10,000.00"
