Position, Name, Team, Game, Avg FPPG, Salary
"WR","Shaq Roland","Bears","MIN @ CHI","0.0","$6,000.00"
"WR","Allen Robinson II","Bears","MIN @ CHI","14.25","$11,600.00"
"TE","Adam Shaheen","Bears","MIN @ CHI","0.0","$5,000.00"
"TE","Ben Braunecker","Bears","MIN @ CHI","0.37","$5,000.00"
"TE","Dion Sims","Bears","MIN @ CHI","0.36","$5,000.00"
"TE","Patrick Scales","Bears","MIN @ CHI","0.0","$5,000.00"
"TE","Zach Miller","Bears","MIN @ CHI","0.0","$5,000.00"
"RB","Taquan Mizzell","Bears","MIN @ CHI","0.75","$6,000.00"
"RB","Knile Davis","Bears","MIN @ CHI","0.0","$6,000.00"
"QB","Tyler Bray","Bears","MIN @ CHI","0.0","$10,000.00"
"QB","Mark Sanchez","Bears","MIN @ CHI","0.0","$10,000.00"
"WR","Marlon Brown","Bears","MIN @ CHI","0.0","$6,000.00"
"QB","Mitchell Trubisky","Bears","MIN @ CHI","24.79","$12,100.00"
"RB","Tarik Cohen","Bears","MIN @ CHI","15.21","$11,400.00"
"TE","Dejon Allen","Bears","MIN @ CHI","0.0","$5,000.00"
"WR","Kevin White","Bears","MIN @ CHI","1.42","$7,300.00"
"WR","Anthony Miller","Bears","MIN @ CHI","10.72","$8,800.00"
"RB","Jordan Howard","Bears","MIN @ CHI","10.75","$9,900.00"
"QB","Chase Daniel","Bears","MIN @ CHI","-0.17","$10,000.00"
"RB","Benny Cunningham","Bears","MIN @ CHI","0.3","$6,000.00"
"TE","Trey Burton","Bears","MIN @ CHI","12.14","$9,400.00"
"RB","Michael Burton","Bears","MIN @ CHI","0.32","$6,000.00"
"TE","Daniel Brown","Bears","MIN @ CHI","0.0","$5,000.00"
"WR","Josh Bellamy","Bears","MIN @ CHI","2.16","$6,000.00"
"TE","Colin Thompson","Bears","MIN @ CHI","0.0","$5,000.00"
"RB","Ryan Nall","Bears","MIN @ CHI","0.0","$6,000.00"
"WR","Malachi Jones","Bears","MIN @ CHI","0.0","$6,000.00"
"WR","Garrett Johnson","Bears","MIN @ CHI","0.0","$6,000.00"
"WR","Tanner Gentry","Bears","MIN @ CHI","0.0","$6,200.00"
"DST","Chicago Bears","Bears","MIN @ CHI","12.33","$5,900.00"
"WR","Matt Fleming","Bears","MIN @ CHI","0.0","$6,000.00"
"WR","Korey Robertson","Vikings","MIN @ CHI","0.0","$6,000.00"
"WR","Chad Beebe","Vikings","MIN @ CHI","5.1","$6,000.00"
"WR","Adam Thielen","Vikings","MIN @ CHI","26.63","$16,600.00"
"WR","Stefon Diggs","Vikings","MIN @ CHI","19.41","$13,100.00"
"WR","Tavarres King","Vikings","MIN @ CHI","0.0","$6,000.00"
"WR","Aldrick Robinson","Vikings","MIN @ CHI","5.21","$7,100.00"
"TE","Tyler Hoppes","Vikings","MIN @ CHI","0.0","$5,000.00"
"TE","David Morgan","Vikings","MIN @ CHI","1.07","$5,000.00"
"TE","Kyle Rudolph","Vikings","MIN @ CHI","8.98","$6,200.00"
"TE","Kevin McDermott","Vikings","MIN @ CHI","0.0","$5,000.00"
"RB","Kamryn Pettway","Vikings","MIN @ CHI","0.0","$6,000.00"
"RB","Bishop Sankey","Vikings","MIN @ CHI","0.0","$6,000.00"
"RB","Latavius Murray","Vikings","MIN @ CHI","11.98","$10,100.00"
"QB","Kirk Cousins","Vikings","MIN @ CHI","21.71","$11,500.00"
"RB","C.J. Ham","Vikings","MIN @ CHI","1.64","$6,000.00"
"RB","Mike Boone","Vikings","MIN @ CHI","0.97","$6,000.00"
"RB","Ameer Abdullah","Vikings","MIN @ CHI","0.96","$6,000.00"
"WR","Laquon Treadwell","Vikings","MIN @ CHI","6.47","$7,300.00"
"RB","Roc Thomas","Vikings","MIN @ CHI","1.42","$6,000.00"
"WR","Armanti Foreman","Vikings","MIN @ CHI","0.0","$6,000.00"
"WR","Jeff Badet","Vikings","MIN @ CHI","0.0","$6,000.00"
"RB","Johnny Stanton","Vikings","MIN @ CHI","0.0","$6,000.00"
"TE","Josiah Price","Vikings","MIN @ CHI","0.0","$5,000.00"
"RB","Dalvin Cook","Vikings","MIN @ CHI","10.85","$12,600.00"
"QB","Kyle Sloter","Vikings","MIN @ CHI","0.0","$10,000.00"
"QB","Trevor Siemian","Vikings","MIN @ CHI","0.0","$10,000.00"
"WR","Brandon Zylstra","Vikings","MIN @ CHI","0.36","$6,000.00"
"TE","Tyler Conklin","Vikings","MIN @ CHI","0.36","$5,000.00"
"WR","Jake Wieneke","Vikings","MIN @ CHI","0.0","$6,000.00"
"QB","Peter Pujals","Vikings","MIN @ CHI","0.0","$10,000.00"
"RB","Luke McNitt","Vikings","MIN @ CHI","0.0","$6,000.00"
"RB","Kobe McCrary","Vikings","MIN @ CHI","0.0","$6,000.00"
"WR","Cayleb Jones","Vikings","MIN @ CHI","0.0","$6,000.00"
"TE","Cole Hikutini","Vikings","MIN @ CHI","0.0","$5,000.00"
"DST","Minnesota Vikings","Vikings","MIN @ CHI","9.11","$4,800.00"
