Position, Name, Team, Game, Avg FPPG, Salary
"RB","Corey Grant","Jaguars","PIT @ JAX","3.94","$6,000.00"
"RB","Tommy Bohanon","Jaguars","PIT @ JAX","0.5","$6,000.00"
"QB","Blake Bortles","Jaguars","PIT @ JAX","19.5","$10,100.00"
"QB","Landry Jones","Jaguars","PIT @ JAX","0.0","$10,000.00"
"TE","Austin Seferian-Jenkins","Jaguars","PIT @ JAX","5.2","$5,000.00"
"RB","T.J. Yeldon","Jaguars","PIT @ JAX","16.14","$10,200.00"
"WR","Dede Westbrook","Jaguars","PIT @ JAX","11.91","$9,200.00"
"QB","Cody Kessler","Jaguars","PIT @ JAX","10.04","$10,000.00"
"RB","Carlos Hyde","Jaguars","PIT @ JAX","9.83","$7,000.00"
"WR","Keelan Cole","Jaguars","PIT @ JAX","8.16","$7,400.00"
"WR","D.J. Chark Jr.","Jaguars","PIT @ JAX","2.98","$7,000.00"
"TE","Blake Bell","Jaguars","PIT @ JAX","2.33","$5,000.00"
"DST","Jacksonville Jaguars","Jaguars","PIT @ JAX","6.0","$4,200.00"
"WR","Taywan Taylor","Titans","TEN @ IND","5.92","$6,700.00"
"WR","Michael Campanaro","Titans","TEN @ IND","0.0","$6,000.00"
"TE","MyCole Pruitt","Titans","TEN @ IND","0.0","$5,000.00"
"TE","Delanie Walker","Titans","TEN @ IND","9.2","$5,000.00"
"RB","David Fluellen","Titans","TEN @ IND","0.22","$6,000.00"
"QB","Blaine Gabbert","Titans","TEN @ IND","4.29","$10,000.00"
"QB","Marcus Mariota","Titans","TEN @ IND","15.35","$10,900.00"
"TE","Beau Brinkley","Titans","TEN @ IND","0.0","$5,000.00"
"RB","Jalston Fowler","Titans","TEN @ IND","0.0","$6,000.00"
"RB","Dion Lewis","Titans","TEN @ IND","12.51","$9,500.00"
"WR","Corey Davis","Titans","TEN @ IND","13.22","$10,600.00"
"WR","Cameron Batson","Titans","TEN @ IND","2.67","$6,000.00"
"RB","Derrick Henry","Titans","TEN @ IND","8.16","$7,800.00"
"WR","Tajae Sharpe","Titans","TEN @ IND","5.53","$7,000.00"
"TE","Luke Stocker","Titans","TEN @ IND","2.43","$5,000.00"
"TE","Jonnu Smith","Titans","TEN @ IND","3.8","$5,200.00"
"WR","Darius Jennings","Titans","TEN @ IND","1.92","$6,000.00"
"TE","Anthony Firkser","Titans","TEN @ IND","1.32","$5,000.00"
"DST","Tennessee Titans","Titans","TEN @ IND","7.22","$4,900.00"
"WR","Chester Rogers","Colts","TEN @ IND","7.9","$6,900.00"
"WR","Matt Hazel","Colts","TEN @ IND","0.0","$6,000.00"
"WR","Dontrelle Inman","Colts","TEN @ IND","6.43","$6,300.00"
"TE","Mo Alie-Cox","Colts","TEN @ IND","5.84","$5,000.00"
"TE","Erik Swoope","Colts","TEN @ IND","6.66","$5,000.00"
"TE","Ryan Hewitt","Colts","TEN @ IND","0.0","$5,000.00"
"RB","Jordan Wilkins","Colts","TEN @ IND","4.66","$6,300.00"
"RB","Robert Turbin","Colts","TEN @ IND","0.65","$6,000.00"
"QB","Jacoby Brissett","Colts","TEN @ IND","-0.2","$10,000.00"
"QB","Andrew Luck","Colts","TEN @ IND","23.88","$11,000.00"
"RB","Marlon Mack","Colts","TEN @ IND","17.9","$10,900.00"
"WR","Ryan Grant","Colts","TEN @ IND","8.65","$7,000.00"
"WR","Zach Pascal","Colts","TEN @ IND","3.75","$6,000.00"
"RB","Nyheim Hines","Colts","TEN @ IND","11.07","$7,400.00"
"WR","T.Y. Hilton","Colts","TEN @ IND","14.14","$11,400.00"
"TE","Eric Ebron","Colts","TEN @ IND","16.48","$8,000.00"
"TE","Jack Doyle","Colts","TEN @ IND","10.4","$8,000.00"
"DST","Indianapolis Colts","Colts","TEN @ IND","6.22","$4,900.00"
"TE","Luke Willson","Lions","CAR @ DET","2.31","$5,000.00"
"RB","Theo Riddick","Lions","CAR @ DET","8.91","$7,800.00"
"RB","LeGarrette Blount","Lions","CAR @ DET","5.01","$6,000.00"
"QB","Matthew Stafford","Lions","CAR @ DET","18.13","$10,600.00"
"QB","Matt Cassel","Lions","CAR @ DET","-0.54","$10,000.00"
"RB","Kerryon Johnson","Lions","CAR @ DET","14.3","$10,900.00"
"TE","Michael Roberts","Lions","CAR @ DET","5.4","$5,000.00"
"WR","Marvin Jones Jr.","Lions","CAR @ DET","13.2","$10,200.00"
"WR","Bruce Ellington","Lions","CAR @ DET","7.73","$6,000.00"
"WR","TJ Jones","Lions","CAR @ DET","1.51","$7,000.00"
"WR","Brandon Powell","Lions","CAR @ DET","0.53","$6,000.00"
"TE","Levine Toilolo","Lions","CAR @ DET","1.07","$5,000.00"
"WR","Kenny Golladay","Lions","CAR @ DET","14.1","$11,000.00"
"RB","Nick Bellore","Lions","CAR @ DET","0.05","$6,000.00"
"RB","Zach Zenner","Lions","CAR @ DET","1.2","$6,000.00"
"DST","Detroit Lions","Lions","CAR @ DET","5.0","$3,800.00"
"WR","Curtis Samuel","Panthers","CAR @ DET","8.61","$7,300.00"
"WR","Devin Funchess","Panthers","CAR @ DET","11.63","$10,200.00"
"TE","Ian Thomas","Panthers","CAR @ DET","2.18","$5,000.00"
"RB","Elijah Hood","Panthers","CAR @ DET","0.0","$6,000.00"
"RB","C.J. Anderson","Panthers","CAR @ DET","2.2","$7,400.00"
"QB","Taylor Heinicke","Panthers","CAR @ DET","0.16","$10,000.00"
"QB","Cam Newton","Panthers","CAR @ DET","23.62","$12,700.00"
"WR","Torrey Smith","Panthers","CAR @ DET","7.85","$6,900.00"
"RB","Alex Armah","Panthers","CAR @ DET","1.48","$6,000.00"
"WR","Jarius Wright","Panthers","CAR @ DET","5.73","$6,300.00"
"RB","Cameron Artis-Payne","Panthers","CAR @ DET","0.0","$6,000.00"
"TE","Greg Olsen","Panthers","CAR @ DET","10.96","$9,400.00"
"WR","D.J. Moore","Panthers","CAR @ DET","7.87","$8,400.00"
"RB","Christian McCaffrey","Panthers","CAR @ DET","23.2","$15,000.00"
"TE","Chris Manhertz","Panthers","CAR @ DET","0.13","$5,000.00"
"WR","Damiere Byrd","Panthers","CAR @ DET","0.3","$6,000.00"
"DST","Carolina Panthers","Panthers","CAR @ DET","5.55","$5,600.00"
"WR","John Ross","Bengals","CIN @ BAL","6.41","$8,400.00"
"WR","A.J. Green","Bengals","CIN @ BAL","19.33","$14,100.00"
"TE","C.J. Uzomah","Bengals","CIN @ BAL","5.85","$6,000.00"
"TE","Tyler Kroft","Bengals","CIN @ BAL","1.52","$5,000.00"
"TE","Tyler Eifert","Bengals","CIN @ BAL","9.72","$5,000.00"
"TE","Matt Lengel","Bengals","CIN @ BAL","0.35","$5,000.00"
"RB","Mark Walton","Bengals","CIN @ BAL","1.64","$7,000.00"
"RB","Giovani Bernard","Bengals","CIN @ BAL","12.18","$8,300.00"
"QB","Andy Dalton","Bengals","CIN @ BAL","18.12","$10,000.00"
"WR","Josh Malone","Bengals","CIN @ BAL","0.31","$6,000.00"
"RB","Joe Mixon","Bengals","CIN @ BAL","17.84","$13,300.00"
"TE","Clark Harris","Bengals","CIN @ BAL","0.0","$5,000.00"
"TE","Jordan Franks","Bengals","CIN @ BAL","2.1","$5,000.00"
"WR","Alex Erickson","Bengals","CIN @ BAL","1.46","$6,300.00"
"QB","Jeff Driskel","Bengals","CIN @ BAL","6.68","$10,000.00"
"WR","Cody Core","Bengals","CIN @ BAL","1.38","$6,000.00"
"WR","Tyler Boyd","Bengals","CIN @ BAL","17.75","$13,300.00"
"WR","Auden Tate","Bengals","CIN @ BAL","0.0","$6,000.00"
"DST","Cincinnati Bengals","Bengals","CIN @ BAL","6.33","$4,600.00"
"WR","Quincy Adeboyejo","Ravens","CIN @ BAL","0.0","$6,000.00"
"WR","Willie Snead IV","Ravens","CIN @ BAL","10.78","$8,400.00"
"TE","Hayden Hurst","Ravens","CIN @ BAL","3.14","$5,000.00"
"TE","Mark Andrews","Ravens","CIN @ BAL","6.37","$5,000.00"
"TE","Maxx Williams","Ravens","CIN @ BAL","3.92","$5,000.00"
"TE","Darren Waller","Ravens","CIN @ BAL","0.0","$5,000.00"
"RB","Alex Collins","Ravens","CIN @ BAL","11.53","$8,700.00"
"RB","Javorius Allen","Ravens","CIN @ BAL","10.46","$7,300.00"
"RB","Ty Montgomery","Ravens","CIN @ BAL","6.78","$6,000.00"
"QB","Lamar Jackson","Ravens","CIN @ BAL","3.04","$10,000.00"
"QB","Joe Flacco","Ravens","CIN @ BAL","16.67","$10,500.00"
"WR","Michael Crabtree","Ravens","CIN @ BAL","11.13","$9,500.00"
"WR","Jaleel Scott","Ravens","CIN @ BAL","0.0","$6,000.00"
"RB","Kenneth Dixon","Ravens","CIN @ BAL","10.4","$6,000.00"
"QB","Robert Griffin III","Ravens","CIN @ BAL","0.0","$10,000.00"
"RB","Patrick Ricard","Ravens","CIN @ BAL","0.0","$6,000.00"
"WR","Chris Moore","Ravens","CIN @ BAL","2.91","$6,000.00"
"RB","Gus Edwards","Ravens","CIN @ BAL","2.02","$6,000.00"
"WR","John Brown","Ravens","CIN @ BAL","13.83","$11,000.00"
"TE","Nick Boyle","Ravens","CIN @ BAL","3.06","$5,000.00"
"WR","Jordan Lasley","Ravens","CIN @ BAL","0.0","$6,000.00"
"DST","Baltimore Ravens","Ravens","CIN @ BAL","6.66","$6,300.00"
"WR","Michael Gallup","Cowboys","DAL @ ATL","5.38","$7,300.00"
"WR","Noah Brown","Cowboys","DAL @ ATL","0.0","$6,000.00"
"WR","Lance Lenoir","Cowboys","DAL @ ATL","0.0","$6,000.00"
"WR","Amari Cooper","Cowboys","DAL @ ATL","11.65","$11,300.00"
"WR","Tavon Austin","Cowboys","DAL @ ATL","6.25","$6,000.00"
"TE","Dalton Schultz","Cowboys","DAL @ ATL","1.57","$5,000.00"
"TE","Geoff Swaim","Cowboys","DAL @ ATL","6.22","$5,200.00"
"TE","Blake Jarwin","Cowboys","DAL @ ATL","0.91","$5,000.00"
"TE","Rico Gathers","Cowboys","DAL @ ATL","0.82","$5,000.00"
"RB","Jamize Olawale","Cowboys","DAL @ ATL","0.14","$6,000.00"
"RB","Rod Smith","Cowboys","DAL @ ATL","1.12","$8,800.00"
"QB","Dak Prescott","Cowboys","DAL @ ATL","17.53","$10,200.00"
"WR","Terrance Williams","Cowboys","DAL @ ATL","1.26","$6,000.00"
"QB","Cooper Rush","Cowboys","DAL @ ATL","0.0","$10,000.00"
"WR","Allen Hurns","Cowboys","DAL @ ATL","5.56","$6,700.00"
"RB","Ezekiel Elliott","Cowboys","DAL @ ATL","21.25","$17,600.00"
"WR","Cole Beasley","Cowboys","DAL @ ATL","10.58","$8,700.00"
"QB","Mike White","Cowboys","DAL @ ATL","0.0","$10,000.00"
"DST","Dallas Cowboys","Cowboys","DAL @ ATL","6.0","$4,300.00"
"WR","Calvin Ridley","Falcons","DAL @ ATL","14.8","$10,600.00"
"WR","Mohamed Sanu","Falcons","DAL @ ATL","10.8","$10,200.00"
"WR","Julio Jones","Falcons","DAL @ ATL","22.34","$15,600.00"
"TE","Austin Hooper","Falcons","DAL @ ATL","11.97","$8,400.00"
"TE","Logan Paulsen","Falcons","DAL @ ATL","1.78","$5,000.00"
"RB","Ito Smith","Falcons","DAL @ ATL","7.92","$7,000.00"
"RB","Brian Hill","Falcons","DAL @ ATL","0.0","$6,000.00"
"RB","Ricky Ortiz","Falcons","DAL @ ATL","0.33","$6,000.00"
"RB","Devonta Freeman","Falcons","DAL @ ATL","7.05","$6,000.00"
"QB","Matt Schaub","Falcons","DAL @ ATL","0.55","$10,000.00"
"QB","Matt Ryan","Falcons","DAL @ ATL","26.84","$11,400.00"
"TE","Eric Saubert","Falcons","DAL @ ATL","0.7","$5,000.00"
"WR","Justin Hardy","Falcons","DAL @ ATL","1.53","$6,000.00"
"WR","Marvin Hall","Falcons","DAL @ ATL","3.21","$6,000.00"
"WR","Russell Gage","Falcons","DAL @ ATL","0.23","$6,000.00"
"RB","Tevin Coleman","Falcons","DAL @ ATL","14.28","$10,000.00"
"DST","Atlanta Falcons","Falcons","DAL @ ATL","2.88","$4,600.00"
"WR","Will Fuller V","Texans","HOU @ WAS","16.47","$6,000.00"
"WR","DeAndre Carter","Texans","HOU @ WAS","0.58","$6,000.00"
"WR","Sammie Coates Jr.","Texans","HOU @ WAS","0.31","$6,000.00"
"TE","Jordan Thomas","Texans","HOU @ WAS","4.41","$5,200.00"
"TE","Jordan Akins","Texans","HOU @ WAS","1.98","$5,000.00"
"RB","Alfred Blue","Texans","HOU @ WAS","6.23","$7,100.00"
"QB","Deshaun Watson","Texans","HOU @ WAS","22.15","$11,200.00"
"QB","Brandon Weeden","Texans","HOU @ WAS","-0.1","$10,000.00"
"RB","D'Onta Foreman","Texans","HOU @ WAS","0.0","$6,900.00"
"QB","Joe Webb III","Texans","HOU @ WAS","0.0","$10,000.00"
"WR","Demaryius Thomas","Texans","HOU @ WAS","11.81","$9,800.00"
"TE","Ryan Griffin","Texans","HOU @ WAS","3.75","$5,000.00"
"WR","Keke Coutee","Texans","HOU @ WAS","12.4","$8,800.00"
"RB","Buddy Howell","Texans","HOU @ WAS","0.0","$6,000.00"
"WR","DeAndre Hopkins","Texans","HOU @ WAS","22.74","$14,900.00"
"WR","Vyncint Smith","Texans","HOU @ WAS","0.76","$6,000.00"
"RB","Lamar Miller","Texans","HOU @ WAS","12.37","$9,100.00"
"DST","Houston Texans","Texans","HOU @ WAS","8.55","$5,000.00"
"WR","Maurice Harris","Redskins","HOU @ WAS","8.25","$8,800.00"
"WR","Jamison Crowder","Redskins","HOU @ WAS","8.97","$9,200.00"
"WR","Josh Doctson","Redskins","HOU @ WAS","7.32","$8,300.00"
"RB","Samaje Perine","Redskins","HOU @ WAS","1.5","$6,000.00"
"RB","Chris Thompson","Redskins","HOU @ WAS","13.24","$9,800.00"
"RB","Adrian Peterson","Redskins","HOU @ WAS","14.66","$10,400.00"
"QB","Alex Smith","Redskins","HOU @ WAS","15.58","$10,000.00"
"TE","Jeremy Sprinkle","Redskins","HOU @ WAS","0.0","$5,000.00"
"RB","Kapri Bibbs","Redskins","HOU @ WAS","6.01","$7,000.00"
"TE","Jordan Reed","Redskins","HOU @ WAS","9.01","$7,400.00"
"WR","Brian Quick","Redskins","HOU @ WAS","0.8","$6,000.00"
"RB","Byron Marshall","Redskins","HOU @ WAS","0.0","$6,000.00"
"RB","Rob Kelley","Redskins","HOU @ WAS","0.4","$6,000.00"
"TE","Vernon Davis","Redskins","HOU @ WAS","4.91","$5,600.00"
"WR","Michael Floyd","Redskins","HOU @ WAS","1.08","$6,000.00"
"WR","Jehu Chesson","Redskins","HOU @ WAS","0.0","$6,000.00"
"QB","Colt McCoy","Redskins","HOU @ WAS","0.0","$10,000.00"
"DST","Washington Redskins","Redskins","HOU @ WAS","7.87","$5,300.00"
"WR","Quadree Henderson","Giants","TB @ NYG","0.0","$6,000.00"
"WR","Jawill Davis","Giants","TB @ NYG","1.56","$6,000.00"
"WR","Cody Latimer","Giants","TB @ NYG","4.2","$6,000.00"
"WR","Corey Coleman","Giants","TB @ NYG","0.0","$6,000.00"
"WR","Bennie Fowler","Giants","TB @ NYG","5.45","$6,300.00"
"WR","Russell Shepard","Giants","TB @ NYG","1.68","$6,000.00"
"WR","Sterling Shepard","Giants","TB @ NYG","13.9","$10,500.00"
"WR","Odell Beckham Jr.","Giants","TB @ NYG","21.57","$16,000.00"
"TE","Scott Simonson","Giants","TB @ NYG","0.63","$5,000.00"
"TE","Rhett Ellison","Giants","TB @ NYG","4.67","$5,000.00"
"TE","Evan Engram","Giants","TB @ NYG","8.9","$8,100.00"
"RB","Elijhaa Penny","Giants","TB @ NYG","0.03","$6,000.00"
"RB","Jonathan Stewart","Giants","TB @ NYG","0.56","$6,400.00"
"RB","Wayne Gallman Jr.","Giants","TB @ NYG","2.25","$7,700.00"
"RB","Saquon Barkley","Giants","TB @ NYG","26.2","$16,700.00"
"QB","Kyle Lauletta","Giants","TB @ NYG","0.0","$10,000.00"
"QB","Eli Manning","Giants","TB @ NYG","16.74","$10,200.00"
"QB","Alex Tanney","Giants","TB @ NYG","0.0","$10,000.00"
"DST","New York Giants","Giants","TB @ NYG","3.0","$4,600.00"
"WR","Adam Humphries","Buccaneers","TB @ NYG","10.35","$7,400.00"
"WR","Mike Evans","Buccaneers","TB @ NYG","18.74","$13,700.00"
"WR","DeSean Jackson","Buccaneers","TB @ NYG","15.91","$9,800.00"
"TE","Antony Auclair","Buccaneers","TB @ NYG","0.86","$5,000.00"
"TE","O.J. Howard","Buccaneers","TB @ NYG","11.96","$9,200.00"
"TE","Alan Cross","Buccaneers","TB @ NYG","0.17","$5,000.00"
"RB","Ronald Jones II","Buccaneers","TB @ NYG","4.9","$6,700.00"
"RB","Shaun Wilson","Buccaneers","TB @ NYG","1.28","$6,000.00"
"RB","Peyton Barber","Buccaneers","TB @ NYG","7.75","$7,800.00"
"QB","Ryan Fitzpatrick","Buccaneers","TB @ NYG","25.68","$11,900.00"
"RB","Jacquizz Rodgers","Buccaneers","TB @ NYG","4.95","$6,400.00"
"TE","Cameron Brate","Buccaneers","TB @ NYG","5.14","$5,000.00"
"QB","Jameis Winston","Buccaneers","TB @ NYG","20.78","$11,200.00"
"WR","Justin Watson","Buccaneers","TB @ NYG","0.25","$6,000.00"
"WR","Chris Godwin","Buccaneers","TB @ NYG","12.58","$8,400.00"
"QB","Ryan Griffin","Buccaneers","TB @ NYG","0.0","$10,000.00"
"DST","Tampa Bay Buccaneers","Buccaneers","TB @ NYG","2.75","$4,300.00"
"WR","Tim Patrick","Broncos","DEN @ LAC","2.06","$6,000.00"
"WR","River Cracraft","Broncos","DEN @ LAC","0.0","$6,000.00"
"WR","DaeSean Hamilton","Broncos","DEN @ LAC","1.05","$6,000.00"
"WR","Emmanuel Sanders","Broncos","DEN @ LAC","18.83","$11,600.00"
"TE","Jeff Heuerman","Broncos","DEN @ LAC","6.52","$7,300.00"
"RB","Royce Freeman","Broncos","DEN @ LAC","8.71","$7,400.00"
"RB","Devontae Booker","Broncos","DEN @ LAC","6.35","$7,400.00"
"RB","Andy Janovich","Broncos","DEN @ LAC","0.93","$6,000.00"
"QB","Case Keenum","Broncos","DEN @ LAC","16.38","$10,000.00"
"WR","Jordan Taylor","Broncos","DEN @ LAC","0.0","$6,000.00"
"WR","Courtland Sutton","Broncos","DEN @ LAC","7.78","$9,900.00"
"TE","Brian Parker","Broncos","DEN @ LAC","0.0","$5,000.00"
"RB","Phillip Lindsay","Broncos","DEN @ LAC","13.56","$10,200.00"
"TE","Matt LaCosse","Broncos","DEN @ LAC","2.53","$5,000.00"
"QB","Kevin Hogan","Broncos","DEN @ LAC","0.0","$10,000.00"
"DST","Denver Broncos","Broncos","DEN @ LAC","8.0","$3,900.00"
"WR","Mike Williams","Chargers","DEN @ LAC","9.26","$7,000.00"
"WR","Keenan Allen","Chargers","DEN @ LAC","16.23","$12,600.00"
"WR","Travis Benjamin","Chargers","DEN @ LAC","1.22","$6,000.00"
"TE","Hunter Henry","Chargers","DEN @ LAC","0.0","$5,000.00"
"TE","Sean Culkin","Chargers","DEN @ LAC","0.0","$5,000.00"
"TE","Virgil Green","Chargers","DEN @ LAC","3.91","$5,000.00"
"TE","Antonio Gates","Chargers","DEN @ LAC","3.9","$5,000.00"
"RB","Detrez Newsome","Chargers","DEN @ LAC","0.0","$6,000.00"
"RB","Justin Jackson","Chargers","DEN @ LAC","0.76","$6,000.00"
"RB","Austin Ekeler","Chargers","DEN @ LAC","10.67","$7,400.00"
"RB","Derek Watt","Chargers","DEN @ LAC","0.03","$6,000.00"
"RB","Melvin Gordon III","Chargers","DEN @ LAC","27.66","$16,400.00"
"QB","Geno Smith","Chargers","DEN @ LAC","0.01","$10,000.00"
"QB","Philip Rivers","Chargers","DEN @ LAC","21.26","$11,300.00"
"WR","Artavis Scott","Chargers","DEN @ LAC","0.0","$6,000.00"
"WR","Geremy Davis","Chargers","DEN @ LAC","0.0","$6,000.00"
"WR","Tyrell Williams","Chargers","DEN @ LAC","12.57","$9,500.00"
"DST","Los Angeles Chargers","Chargers","DEN @ LAC","6.5","$6,700.00"
"WR","Seth Roberts","Raiders","OAK @ ARI","6.96","$6,000.00"
"WR","Jordy Nelson","Raiders","OAK @ ARI","9.25","$7,400.00"
"RB","DeAndre Washington","Raiders","OAK @ ARI","1.03","$6,300.00"
"RB","Keith Smith","Raiders","OAK @ ARI","0.68","$6,000.00"
"RB","Doug Martin","Raiders","OAK @ ARI","4.93","$8,800.00"
"RB","Marshawn Lynch","Raiders","OAK @ ARI","13.66","$6,000.00"
"QB","AJ McCarron","Raiders","OAK @ ARI","0.32","$10,000.00"
"TE","Derek Carrier","Raiders","OAK @ ARI","0.97","$5,000.00"
"QB","Derek Carr","Raiders","OAK @ ARI","16.43","$10,000.00"
"WR","Dwayne Harris","Raiders","OAK @ ARI","1.16","$6,000.00"
"WR","Marcell Ateman","Raiders","OAK @ ARI","0.0","$6,000.00"
"TE","Lee Smith","Raiders","OAK @ ARI","0.58","$5,000.00"
"WR","Martavis Bryant","Raiders","OAK @ ARI","5.86","$6,400.00"
"RB","Jalen Richard","Raiders","OAK @ ARI","10.41","$8,900.00"
"DST","Oakland Raiders","Raiders","OAK @ ARI","2.22","$4,500.00"
"WR","Brandon LaFell","Raiders","OAK @ ARI","5.32","$6,700.00"
"TE","Jared Cook","Raiders","OAK @ ARI","13.4","$7,700.00"
"WR","Christian Kirk","Cardinals","OAK @ ARI","9.77","$9,200.00"
"WR","Trent Sherfield","Cardinals","OAK @ ARI","0.0","$6,000.00"
"WR","Kendall Wright","Cardinals","OAK @ ARI","0.0","$6,000.00"
"WR","Larry Fitzgerald","Cardinals","OAK @ ARI","10.85","$10,600.00"
"TE","Ricky Seals-Jones","Cardinals","OAK @ ARI","6.3","$5,600.00"
"TE","Jermaine Gresham","Cardinals","OAK @ ARI","1.68","$5,000.00"
"RB","Chase Edmonds","Cardinals","OAK @ ARI","2.9","$7,200.00"
"RB","T.J. Logan","Cardinals","OAK @ ARI","1.13","$6,000.00"
"RB","David Johnson","Cardinals","OAK @ ARI","17.26","$13,300.00"
"RB","Derrick Coleman","Cardinals","OAK @ ARI","0.44","$6,000.00"
"WR","Chad Williams","Cardinals","OAK @ ARI","3.53","$6,000.00"
"QB","Mike Glennon","Cardinals","OAK @ ARI","0.0","$10,000.00"
"QB","Josh Rosen","Cardinals","OAK @ ARI","10.27","$10,000.00"
"WR","J.J. Nelson","Cardinals","OAK @ ARI","0.73","$6,000.00"
"TE","John Phillips","Cardinals","OAK @ ARI","0.0","$5,000.00"
"DST","Arizona Cardinals","Cardinals","OAK @ ARI","8.12","$6,000.00"
"WR","Shelton Gibson","Eagles","PHI @ NO","0.64","$6,000.00"
"WR","Nelson Agholor","Eagles","PHI @ NO","11.25","$8,000.00"
"WR","Jordan Matthews","Eagles","PHI @ NO","6.14","$6,000.00"
"WR","Alshon Jeffery","Eagles","PHI @ NO","16.48","$12,000.00"
"WR","Golden Tate","Eagles","PHI @ NO","15.97","$10,400.00"
"WR","Mike Wallace","Eagles","PHI @ NO","0.0","$6,000.00"
"TE","Richard Rodgers","Eagles","PHI @ NO","0.0","$5,000.00"
"TE","Zach Ertz","Eagles","PHI @ NO","21.76","$13,900.00"
"RB","Josh Adams","Eagles","PHI @ NO","2.42","$6,400.00"
"RB","Wendell Smallwood","Eagles","PHI @ NO","8.93","$7,000.00"
"RB","Jay Ajayi","Eagles","PHI @ NO","11.1","$6,000.00"
"RB","Darren Sproles","Eagles","PHI @ NO","7.2","$6,700.00"
"QB","Carson Wentz","Eagles","PHI @ NO","22.98","$12,000.00"
"QB","Nick Foles","Eagles","PHI @ NO","12.87","$10,000.00"
"WR","Mack Hollins","Eagles","PHI @ NO","0.0","$6,000.00"
"RB","Corey Clement","Eagles","PHI @ NO","8.0","$6,300.00"
"TE","Joshua Perkins","Eagles","PHI @ NO","1.3","$5,000.00"
"TE","Dallas Goedert","Eagles","PHI @ NO","6.08","$5,000.00"
"QB","Nate Sudfeld","Eagles","PHI @ NO","0.0","$10,000.00"
"DST","Philadelphia Eagles","Eagles","PHI @ NO","5.87","$4,100.00"
"TE","Josh Hill","Saints","PHI @ NO","3.26","$5,000.00"
"RB","Mark Ingram","Saints","PHI @ NO","14.3","$10,500.00"
"RB","Shane Vereen","Saints","PHI @ NO","0.0","$6,000.00"
"QB","Teddy Bridgewater","Saints","PHI @ NO","-0.2","$10,000.00"
"QB","Taysom Hill","Saints","PHI @ NO","2.77","$10,000.00"
"QB","Drew Brees","Saints","PHI @ NO","24.77","$13,200.00"
"WR","Tre'Quan Smith","Saints","PHI @ NO","6.04","$7,800.00"
"RB","Zach Line","Saints","PHI @ NO","1.4","$6,000.00"
"RB","Dwayne Washington","Saints","PHI @ NO","0.81","$6,000.00"
"TE","Benjamin Watson","Saints","PHI @ NO","7.58","$6,900.00"
"WR","Keith Kirkwood","Saints","PHI @ NO","6.5","$6,000.00"
"WR","Ted Ginn Jr.","Saints","PHI @ NO","10.27","$6,000.00"
"TE","Dan Arnold","Saints","PHI @ NO","2.0","$5,000.00"
"WR","Michael Thomas","Saints","PHI @ NO","24.66","$16,600.00"
"RB","Alvin Kamara","Saints","PHI @ NO","28.21","$15,700.00"
"DST","New Orleans Saints","Saints","PHI @ NO","4.66","$4,100.00"
"WR","Austin Carr","Saints","PHI @ NO","1.68","$6,000.00"
"WR","Javon Wims","Bears","MIN @ CHI","0.0","$6,000.00"
"WR","Taylor Gabriel","Bears","MIN @ CHI","11.24","$9,900.00"
"WR","Demarcus Ayers","Bears","MIN @ CHI","0.0","$6,000.00"
